EXAMPLE_ID,IS_VALID,SCORE,PREDICTED_RULE
anomaly_0019,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0228,1,0.9000,
anomaly_0201,1,0.9000,
anomaly_0337,1,0.9000,
anomaly_0572,1,0.9000,
anomaly_0017,1,0.9000,
anomaly_0002,1,0.9000,
anomaly_0039,0,0.1000,
anomaly_0799,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0508,1,0.9000,
anomaly_0335,1,0.9000,
anomaly_0516,1,0.9000,
anomaly_0331,0,0.1000,
anomaly_0905,1,0.9000,
anomaly_0540,1,0.9000,
anomaly_0692,0,0.1000,
anomaly_0616,0,0.1000,
anomaly_0834,1,0.9000,
anomaly_0814,1,0.9000,
anomaly_0257,0,0.1000,
anomaly_0486,1,0.9000,
anomaly_0373,0,0.1000,
anomaly_0735,0,0.1000,
anomaly_0361,1,0.9000,
anomaly_0532,1,0.9000,
anomaly_0025,0,0.1000,
anomaly_0685,0,0.1000,
anomaly_0425,0,0.1000,
anomaly_0467,0,0.1000,
anomaly_0870,0,0.1000,
anomaly_0035,0,0.1000,
anomaly_0626,0,0.1000,
anomaly_0300,1,0.9000,
anomaly_0190,1,0.9000,
anomaly_0212,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0496,1,0.9000,
anomaly_0661,1,0.9000,
anomaly_0537,1,0.9000,
anomaly_0927,1,0.9000,
anomaly_0894,1,0.9000,
anomaly_0752,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0654,0,0.1000,
anomaly_0381,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0595,0,0.1000,
anomaly_0629,1,0.9000,
anomaly_0399,0,0.1000,
anomaly_0472,1,0.9000,
anomaly_0283,1,0.9000,
anomaly_0801,1,0.9000,
anomaly_0029,1,0.9000,
anomaly_0811,1,0.9000,
anomaly_0807,1,0.9000,
anomaly_0455,1,0.9000,
anomaly_0196,1,0.9000,
anomaly_0428,1,0.9000,
anomaly_0558,1,0.9000,
anomaly_0473,1,0.9000,
anomaly_0151,0,0.1000,
anomaly_0653,1,0.9000,
anomaly_0457,1,0.9000,
anomaly_0785,1,0.9000,
anomaly_0674,1,0.9000,
anomaly_0328,1,0.9000,
anomaly_0387,1,0.9000,
anomaly_0636,1,0.9000,
anomaly_0529,0,0.1000,
anomaly_0897,1,0.9000,
anomaly_0725,0,0.1000,
anomaly_0824,1,0.9000,
anomaly_0355,0,0.1000,
anomaly_0401,0,0.1000,
anomaly_0199,0,0.1000,
anomaly_0404,1,0.9000,
anomaly_0067,1,0.9000,
anomaly_0351,1,0.9000,
anomaly_0354,1,0.9000,
anomaly_0359,1,0.9000,
anomaly_0908,0,0.1000,
anomaly_0819,1,0.9000,
anomaly_0327,1,0.9000,
anomaly_0484,1,0.9000,
anomaly_0898,1,0.9000,
anomaly_0615,1,0.9000,
anomaly_0309,1,0.9000,
anomaly_0150,1,0.9000,
anomaly_0813,1,0.9000,
anomaly_0252,0,0.1000,
anomaly_0667,1,0.9000,
anomaly_0189,1,0.9000,
anomaly_0948,1,0.9000,
anomaly_0343,1,0.9000,
anomaly_0303,1,0.9000,
anomaly_0608,0,0.1000,
anomaly_0743,1,0.9000,
anomaly_0730,1,0.9000,
anomaly_0917,1,0.9000,
anomaly_0158,0,0.1000,
anomaly_0350,1,0.9000,
anomaly_0393,1,0.9000,
anomaly_0838,1,0.9000,
anomaly_0680,0,0.1000,
anomaly_0830,1,0.9000,
anomaly_0804,1,0.9000,
anomaly_0881,1,0.9000,
anomaly_0093,1,0.9000,
anomaly_0865,0,0.1000,
anomaly_0203,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0836,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0248,1,0.9000,
anomaly_0291,1,0.9000,
anomaly_0758,0,0.1000,
anomaly_0879,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0130,1,0.9000,
anomaly_0503,1,0.9000,
anomaly_0565,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0302,1,0.9000,
anomaly_0468,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0137,1,0.9000,
anomaly_0089,0,0.1000,
anomaly_0912,0,0.1000,
anomaly_0334,1,0.9000,
anomaly_0969,1,0.9000,
anomaly_0431,1,0.9000,
anomaly_0880,0,0.1000,
anomaly_0576,0,0.1000,
anomaly_0179,1,0.9000,
anomaly_0027,1,0.9000,
anomaly_0539,0,0.1000,
anomaly_0435,1,0.9000,
anomaly_0717,1,0.9000,
anomaly_0625,0,0.1000,
anomaly_0770,1,0.9000,
anomaly_0051,1,0.9000,
anomaly_0852,0,0.1000,
anomaly_0376,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0695,1,0.9000,
anomaly_0174,0,0.1000,
anomaly_0148,1,0.9000,
anomaly_0777,1,0.9000,
anomaly_0949,1,0.9000,
anomaly_0149,1,0.9000,
anomaly_0963,0,0.1000,
anomaly_0080,1,0.9000,
anomaly_0312,1,0.9000,
anomaly_0945,1,0.9000,
anomaly_0415,1,0.9000,
anomaly_0587,1,0.9000,
anomaly_0242,0,0.1000,
anomaly_0211,1,0.9000,
anomaly_0407,1,0.9000,
anomaly_0972,0,0.1000,
anomaly_0555,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0613,0,0.1000,
anomaly_0418,1,0.9000,
anomaly_0698,0,0.1000,
anomaly_0120,0,0.1000,
anomaly_0597,0,0.1000,
anomaly_0145,1,0.9000,
anomaly_0030,0,0.1000,
anomaly_0764,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0122,0,0.1000,
anomaly_0712,1,0.9000,
anomaly_0062,0,0.1000,
anomaly_0319,1,0.9000,
anomaly_0920,0,0.1000,
anomaly_0006,1,0.9000,
anomaly_0385,1,0.9000,
anomaly_0632,1,0.9000,
anomaly_0673,0,0.1000,
anomaly_0886,0,0.1000,
anomaly_0194,1,0.9000,
anomaly_0294,1,0.9000,
anomaly_0265,1,0.9000,
anomaly_0370,1,0.9000,
anomaly_0018,0,0.1000,
anomaly_0523,0,0.1000,
anomaly_0863,1,0.9000,
anomaly_0618,1,0.9000,
anomaly_0548,0,0.1000,
anomaly_0139,0,0.1000,
anomaly_0192,0,0.1000,
anomaly_0005,0,0.1000,
anomaly_0317,1,0.9000,
anomaly_0021,1,0.9000,
anomaly_0214,0,0.1000,
anomaly_0065,0,0.1000,
anomaly_0405,1,0.9000,
anomaly_0299,1,0.9000,
anomaly_0330,1,0.9000,
anomaly_0193,1,0.9000,
anomaly_0909,0,0.1000,
anomaly_0456,1,0.9000,
anomaly_0436,1,0.9000,
anomaly_0483,0,0.1000,
anomaly_0416,1,0.9000,
anomaly_0621,0,0.1000,
anomaly_0233,0,0.1000,
anomaly_0783,0,0.1000,
anomaly_0426,1,0.9000,
anomaly_0646,1,0.9000,
anomaly_0741,1,0.9000,
anomaly_0481,0,0.1000,
anomaly_0947,0,0.1000,
anomaly_0237,0,0.1000,
anomaly_0620,0,0.1000,
anomaly_0871,1,0.9000,
anomaly_0535,1,0.9000,
anomaly_0560,1,0.9000,
anomaly_0202,1,0.9000,
anomaly_0014,1,0.9000,
anomaly_0500,1,0.9000,
anomaly_0240,0,0.1000,
anomaly_0085,1,0.9000,
anomaly_0410,1,0.9000,
anomaly_0173,0,0.1000,
anomaly_0288,0,0.1000,
anomaly_0477,0,0.1000,
anomaly_0596,1,0.9000,
anomaly_0452,0,0.1000,
anomaly_0578,0,0.1000,
anomaly_0517,1,0.9000,
anomaly_0250,0,0.1000,
anomaly_0798,1,0.9000,
anomaly_0280,1,0.9000,
anomaly_0448,1,0.9000,
anomaly_0889,1,0.9000,
anomaly_0365,1,0.9000,
anomaly_0746,1,0.9000,
anomaly_0181,1,0.9000,
anomaly_0589,1,0.9000,
anomaly_0602,0,0.1000,
anomaly_0526,1,0.9000,
anomaly_0011,1,0.9000,
anomaly_0200,0,0.1000,
anomaly_0505,0,0.1000,
anomaly_0528,1,0.9000,
anomaly_0032,1,0.9000,
anomaly_0640,0,0.1000,
anomaly_0398,1,0.9000,
anomaly_0278,1,0.9000,
anomaly_0437,1,0.9000,
anomaly_0561,1,0.9000,
anomaly_0531,1,0.9000,
anomaly_0713,1,0.9000,
anomaly_0394,1,0.9000,
anomaly_0079,0,0.1000,
anomaly_0362,1,0.9000,
anomaly_0573,1,0.9000,
anomaly_0839,1,0.9000,
anomaly_0583,1,0.9000,
anomaly_0042,1,0.9000,
anomaly_0873,0,0.1000,
anomaly_0514,1,0.9000,
anomaly_0382,1,0.9000,
anomaly_0140,1,0.9000,
anomaly_0445,0,0.1000,
anomaly_0600,1,0.9000,
anomaly_0040,1,0.9000,
anomaly_0720,1,0.9000,
anomaly_0141,0,0.1000,
anomaly_0964,1,0.9000,
anomaly_0321,0,0.1000,
anomaly_0803,1,0.9000,
anomaly_0475,0,0.1000,
anomaly_0951,1,0.9000,
anomaly_0127,1,0.9000,
anomaly_0133,0,0.1000,
anomaly_0728,1,0.9000,
anomaly_0831,1,0.9000,
anomaly_0903,0,0.1000,
anomaly_0981,0,0.1000,
anomaly_0789,1,0.9000,
anomaly_0588,0,0.1000,
anomaly_0259,1,0.9000,
anomaly_0314,0,0.1000,
anomaly_0757,1,0.9000,
anomaly_0163,1,0.9000,
anomaly_0305,1,0.9000,
anomaly_0287,1,0.9000,
anomaly_0586,1,0.9000,
anomaly_0797,1,0.9000,
anomaly_0069,0,0.1000,
anomaly_0933,1,0.9000,
anomaly_0635,1,0.9000,
anomaly_0923,1,0.9000,
anomaly_0671,0,0.1000,
anomaly_0779,1,0.9000,
anomaly_0238,1,0.9000,
anomaly_0266,1,0.9000,
anomaly_0091,0,0.1000,
anomaly_0823,1,0.9000,
anomaly_0918,1,0.9000,
anomaly_0055,1,0.9000,
anomaly_0650,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0931,0,0.1000,
anomaly_0649,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0375,0,0.1000,
anomaly_0125,1,0.9000,
anomaly_0482,1,0.9000,
anomaly_0729,0,0.1000,
anomaly_0915,0,0.1000,
anomaly_0424,0,0.1000,
anomaly_0694,1,0.9000,
anomaly_0295,1,0.9000,
anomaly_0851,0,0.1000,
anomaly_0213,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0906,1,0.9000,
anomaly_0038,1,0.9000,
anomaly_0313,1,0.9000,
anomaly_0709,0,0.1000,
anomaly_0126,1,0.9000,
anomaly_0024,1,0.9000,
anomaly_0495,0,0.1000,
anomaly_0590,1,0.9000,
anomaly_0102,1,0.9000,
anomaly_0116,1,0.9000,
anomaly_0429,0,0.1000,
anomaly_0938,1,0.9000,
anomaly_0121,1,0.9000,
anomaly_0048,1,0.9000,
anomaly_0172,0,0.1000,
anomaly_0318,1,0.9000,
anomaly_0325,1,0.9000,
anomaly_0663,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0264,1,0.9000,
anomaly_0146,0,0.1000,
anomaly_0044,1,0.9000,
anomaly_0494,1,0.9000,
anomaly_0087,0,0.1000,
anomaly_0377,1,0.9000,
anomaly_0524,1,0.9000,
anomaly_0977,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0808,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0346,0,0.1000,
anomaly_0397,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0227,1,0.9000,
anomaly_0901,1,0.9000,
anomaly_0165,0,0.1000,
anomaly_0336,1,0.9000,
anomaly_0461,0,0.1000,
anomaly_0904,0,0.1000,
anomaly_0464,1,0.9000,
anomaly_0509,0,0.1000,
anomaly_0108,0,0.1000,
anomaly_0844,1,0.9000,
anomaly_0156,1,0.9000,
anomaly_0451,1,0.9000,
anomaly_0281,1,0.9000,
anomaly_0208,1,0.9000,
anomaly_0155,1,0.9000,
anomaly_0580,1,0.9000,
anomaly_0534,1,0.9000,
anomaly_0973,1,0.9000,
anomaly_0384,1,0.9000,
anomaly_0726,1,0.9000,
anomaly_0939,1,0.9000,
anomaly_0545,1,0.9000,
anomaly_0732,0,0.1000,
anomaly_0872,1,0.9000,
anomaly_0727,1,0.9000,
anomaly_0704,0,0.1000,
anomaly_0538,1,0.9000,
anomaly_0357,1,0.9000,
anomaly_0207,0,0.1000,
anomaly_0902,0,0.1000,
anomaly_0953,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0751,1,0.9000,
anomaly_0525,0,0.1000,
anomaly_0260,1,0.9000,
anomaly_0154,1,0.9000,
anomaly_0794,0,0.1000,
anomaly_0064,0,0.1000,
anomaly_0340,1,0.9000,
anomaly_0805,0,0.1000,
anomaly_0738,0,0.1000,
anomaly_0478,0,0.1000,
anomaly_0957,0,0.1000,
anomaly_0488,0,0.1000,
anomaly_0940,1,0.9000,
anomaly_0187,0,0.1000,
anomaly_0665,1,0.9000,
anomaly_0344,1,0.9000,
anomaly_0378,0,0.1000,
anomaly_0950,1,0.9000,
anomaly_0369,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0562,0,0.1000,
anomaly_0276,1,0.9000,
anomaly_0682,1,0.9000,
anomaly_0267,1,0.9000,
anomaly_0771,0,0.1000,
anomaly_0462,1,0.9000,
anomaly_0710,0,0.1000,
anomaly_0023,1,0.9000,
anomaly_0607,0,0.1000,
anomaly_0098,1,0.9000,
anomaly_0296,1,0.9000,
anomaly_0198,0,0.1000,
anomaly_0476,1,0.9000,
anomaly_0262,0,0.1000,
anomaly_0311,1,0.9000,
anomaly_0967,1,0.9000,
anomaly_0161,0,0.1000,
anomaly_0403,1,0.9000,
anomaly_0533,0,0.1000,
anomaly_0177,1,0.9000,
anomaly_0639,0,0.1000,
anomaly_0786,1,0.9000,
anomaly_0900,1,0.9000,
anomaly_0510,1,0.9000,
anomaly_0932,1,0.9000,
anomaly_0298,1,0.9000,
anomaly_0092,0,0.1000,
anomaly_0549,1,0.9000,
anomaly_0450,1,0.9000,
anomaly_0638,1,0.9000,
anomaly_0015,0,0.1000,
anomaly_0926,1,0.9000,
anomaly_0856,1,0.9000,
anomaly_0432,1,0.9000,
anomaly_0681,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0492,1,0.9000,
anomaly_0261,1,0.9000,
anomaly_0329,1,0.9000,
anomaly_0502,1,0.9000,
anomaly_0490,0,0.1000,
anomaly_0396,1,0.9000,
anomaly_0036,1,0.9000,
anomaly_0443,0,0.1000,
anomaly_0861,1,0.9000,
anomaly_0652,1,0.9000,
anomaly_0205,1,0.9000,
anomaly_0099,1,0.9000,
anomaly_0338,1,0.9000,
anomaly_0013,0,0.1000,
anomaly_0543,1,0.9000,
anomaly_0117,0,0.1000,
anomaly_0511,0,0.1000,
anomaly_0408,1,0.9000,
anomaly_0689,1,0.9000,
anomaly_0776,1,0.9000,
anomaly_0180,0,0.1000,
anomaly_0910,0,0.1000,
anomaly_0925,1,0.9000,
anomaly_0419,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0701,1,0.9000,
anomaly_0114,1,0.9000,
anomaly_0930,1,0.9000,
anomaly_0440,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0767,1,0.9000,
anomaly_0447,1,0.9000,
anomaly_0392,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0111,0,0.1000,
anomaly_0820,0,0.1000,
anomaly_0800,1,0.9000,
anomaly_0679,0,0.1000,
anomaly_0422,0,0.1000,
anomaly_0341,0,0.1000,
anomaly_0184,0,0.1000,
anomaly_0985,1,0.9000,
anomaly_0423,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0182,0,0.1000,
anomaly_0892,1,0.9000,
anomaly_0660,1,0.9000,
anomaly_0642,0,0.1000,
anomaly_0658,1,0.9000,
anomaly_0691,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0106,1,0.9000,
anomaly_0669,0,0.1000,
anomaly_0749,0,0.1000,
anomaly_0367,0,0.1000,
anomaly_0612,0,0.1000,
anomaly_0893,0,0.1000,
anomaly_0316,0,0.1000,
anomaly_0043,0,0.1000,
anomaly_0131,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0441,0,0.1000,
anomaly_0152,1,0.9000,
anomaly_0984,0,0.1000,
anomaly_0037,0,0.1000,
anomaly_0153,1,0.9000,
anomaly_0668,1,0.9000,
anomaly_0766,0,0.1000,
anomaly_0637,1,0.9000,
anomaly_0438,1,0.9000,
anomaly_0453,0,0.1000,
anomaly_0859,1,0.9000,
anomaly_0269,1,0.9000,
anomaly_0134,1,0.9000,
anomaly_0342,1,0.9000,
anomaly_0791,1,0.9000,
anomaly_0046,1,0.9000,
anomaly_0284,1,0.9000,
anomaly_0645,1,0.9000,
anomaly_0936,1,0.9000,
anomaly_0053,0,0.1000,
anomaly_0809,1,0.9000,
anomaly_0768,1,0.9000,
anomaly_0965,1,0.9000,
anomaly_0569,1,0.9000,
anomaly_0209,1,0.9000,
anomaly_0352,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0216,1,0.9000,
anomaly_0289,0,0.1000,
anomaly_0279,0,0.1000,
anomaly_0941,1,0.9000,
anomaly_0110,0,0.1000,
anomaly_0119,1,0.9000,
anomaly_0929,0,0.1000,
anomaly_0138,1,0.9000,
anomaly_0107,1,0.9000,
anomaly_0307,0,0.1000,
anomaly_0723,0,0.1000,
anomaly_0009,0,0.1000,
anomaly_0810,1,0.9000,
anomaly_0310,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0557,1,0.9000,
anomaly_0733,0,0.1000,
anomaly_0627,0,0.1000,
anomaly_0292,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0379,1,0.9000,
anomaly_0877,1,0.9000,
anomaly_0745,0,0.1000,
anomaly_0358,1,0.9000,
anomaly_0703,1,0.9000,
anomaly_0601,1,0.9000,
anomaly_0519,1,0.9000,
anomaly_0780,0,0.1000,
anomaly_0551,1,0.9000,
anomaly_0076,1,0.9000,
anomaly_0103,1,0.9000,
anomaly_0577,1,0.9000,
anomaly_0845,0,0.1000,
anomaly_0010,0,0.1000,
anomaly_0075,1,0.9000,
anomaly_0606,1,0.9000,
anomaly_0469,1,0.9000,
anomaly_0308,0,0.1000,
anomaly_0135,0,0.1000,
anomaly_0847,0,0.1000,
anomaly_0648,0,0.1000,
anomaly_0245,0,0.1000,
anomaly_0916,1,0.9000,
anomaly_0210,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0268,1,0.9000,
anomaly_0858,0,0.1000,
anomaly_0536,0,0.1000,
anomaly_0579,1,0.9000,
anomaly_0833,1,0.9000,
anomaly_0956,1,0.9000,
anomaly_0084,1,0.9000,
anomaly_0041,1,0.9000,
anomaly_0609,0,0.1000,
anomaly_0593,0,0.1000,
anomaly_0841,1,0.9000,
anomaly_0584,1,0.9000,
anomaly_0123,1,0.9000,
anomaly_0414,1,0.9000,
anomaly_0241,1,0.9000,
anomaly_0714,1,0.9000,
anomaly_0610,0,0.1000,
anomaly_0979,0,0.1000,
anomaly_0191,1,0.9000,
anomaly_0083,1,0.9000,
anomaly_0521,1,0.9000,
anomaly_0633,1,0.9000,
anomaly_0793,1,0.9000,
anomaly_0772,1,0.9000,
anomaly_0515,1,0.9000,
anomaly_0489,1,0.9000,
anomaly_0835,1,0.9000,
anomaly_0884,0,0.1000,
anomaly_0059,0,0.1000,
anomaly_0322,0,0.1000,
anomaly_0683,1,0.9000,
anomaly_0556,1,0.9000,
anomaly_0594,1,0.9000,
anomaly_0762,0,0.1000,
anomaly_0223,1,0.9000,
anomaly_0304,1,0.9000,
anomaly_0677,1,0.9000,
anomaly_0159,1,0.9000,
anomaly_0499,1,0.9000,
anomaly_0570,1,0.9000,
anomaly_0690,1,0.9000,
anomaly_0293,0,0.1000,
anomaly_0466,1,0.9000,
anomaly_0878,1,0.9000,
anomaly_0400,0,0.1000,
anomaly_0003,1,0.9000,
anomaly_0874,1,0.9000,
anomaly_0169,1,0.9000,
anomaly_0716,0,0.1000,
anomaly_0857,1,0.9000,
anomaly_0219,0,0.1000,
anomaly_0493,1,0.9000,
anomaly_0706,1,0.9000,
anomaly_0806,1,0.9000,
anomaly_0171,0,0.1000,
anomaly_0243,1,0.9000,
anomaly_0968,1,0.9000,
anomaly_0016,1,0.9000,
anomaly_0554,0,0.1000,
anomaly_0052,0,0.1000,
anomaly_0684,0,0.1000,
anomaly_0564,1,0.9000,
anomaly_0454,1,0.9000,
anomaly_0078,0,0.1000,
anomaly_0256,0,0.1000,
anomaly_0875,0,0.1000,
anomaly_0708,1,0.9000,
anomaly_0188,1,0.9000,
anomaly_0817,0,0.1000,
anomaly_0144,1,0.9000,
anomaly_0954,1,0.9000,
anomaly_0802,1,0.9000,
anomaly_0696,1,0.9000,
anomaly_0911,1,0.9000,
anomaly_0255,1,0.9000,
anomaly_0112,0,0.1000,
anomaly_0348,1,0.9000,
anomaly_0413,1,0.9000,
anomaly_0063,1,0.9000,
anomaly_0101,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0662,1,0.9000,
anomaly_0670,1,0.9000,
anomaly_0056,1,0.9000,
anomaly_0479,1,0.9000,
anomaly_0421,0,0.1000,
anomaly_0744,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0363,1,0.9000,
anomaly_0442,1,0.9000,
anomaly_0675,1,0.9000,
anomaly_0934,1,0.9000,
anomaly_0097,1,0.9000,
anomaly_0195,1,0.9000,
anomaly_0417,1,0.9000,
anomaly_0885,0,0.1000,
anomaly_0249,1,0.9000,
anomaly_0485,0,0.1000,
anomaly_0591,0,0.1000,
anomaly_0585,1,0.9000,
anomaly_0136,0,0.1000,
anomaly_0742,0,0.1000,
anomaly_0220,0,0.1000,
anomaly_0756,1,0.9000,
anomaly_0686,1,0.9000,
anomaly_0286,1,0.9000,
anomaly_0244,0,0.1000,
anomaly_0527,1,0.9000,
anomaly_0718,1,0.9000,
anomaly_0339,0,0.1000,
anomaly_0860,1,0.9000,
anomaly_0070,1,0.9000,
anomaly_0862,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0061,0,0.1000,
anomaly_0647,1,0.9000,
anomaly_0073,1,0.9000,
anomaly_0008,0,0.1000,
anomaly_0955,1,0.9000,
anomaly_0724,0,0.1000,
anomaly_0236,1,0.9000,
anomaly_0568,1,0.9000,
anomaly_0603,0,0.1000,
anomaly_0022,0,0.1000,
anomaly_0347,1,0.9000,
anomaly_0815,1,0.9000,
anomaly_0231,0,0.1000,
anomaly_0254,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0124,0,0.1000,
anomaly_0463,1,0.9000,
anomaly_0530,0,0.1000,
anomaly_0449,1,0.9000,
anomaly_0775,0,0.1000,
anomaly_0959,0,0.1000,
anomaly_0688,0,0.1000,
anomaly_0832,0,0.1000,
anomaly_0320,1,0.9000,
anomaly_0731,1,0.9000,
anomaly_0206,1,0.9000,
anomaly_0707,1,0.9000,
anomaly_0773,1,0.9000,
anomaly_0854,0,0.1000,
anomaly_0434,1,0.9000,
anomaly_0622,1,0.9000,
anomaly_0541,0,0.1000,
anomaly_0843,1,0.9000,
anomaly_0170,1,0.9000,
anomaly_0563,1,0.9000,
anomaly_0487,1,0.9000,
anomaly_0676,1,0.9000,
anomaly_0132,0,0.1000,
anomaly_0129,0,0.1000,
anomaly_0546,1,0.9000,
anomaly_0071,0,0.1000,
anomaly_0498,0,0.1000,
anomaly_0750,1,0.9000,
anomaly_0088,1,0.9000,
anomaly_0921,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0853,0,0.1000,
anomaly_0247,0,0.1000,
anomaly_0060,1,0.9000,
anomaly_0246,1,0.9000,
anomaly_0315,1,0.9000,
anomaly_0372,0,0.1000,
anomaly_0796,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0020,0,0.1000,
anomaly_0501,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0332,1,0.9000,
anomaly_0614,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0001,1,0.9000,
anomaly_0544,1,0.9000,
anomaly_0553,0,0.1000,
anomaly_0166,0,0.1000,
anomaly_0383,0,0.1000,
anomaly_0822,0,0.1000,
anomaly_0961,0,0.1000,
anomaly_0882,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0784,1,0.9000,
anomaly_0987,1,0.9000,
anomaly_0306,1,0.9000,
anomaly_0641,1,0.9000,
anomaly_0109,1,0.9000,
anomaly_0520,1,0.9000,
anomaly_0183,1,0.9000,
anomaly_0781,1,0.9000,
anomaly_0513,1,0.9000,
anomaly_0837,1,0.9000,
anomaly_0737,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0740,1,0.9000,
anomaly_0004,1,0.9000,
anomaly_0896,1,0.9000,
anomaly_0162,0,0.1000,
anomaly_0446,1,0.9000,
anomaly_0919,0,0.1000,
anomaly_0986,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0943,1,0.9000,
anomaly_0657,1,0.9000,
anomaly_0788,0,0.1000,
anomaly_0887,1,0.9000,
anomaly_0769,1,0.9000,
anomaly_0924,1,0.9000,
anomaly_0699,1,0.9000,
anomaly_0118,0,0.1000,RULE_ETCH_NO_MASK
anomaly_0739,1,0.9000,
anomaly_0818,1,0.9000,
anomaly_0012,1,0.9000,
anomaly_0567,1,0.9000,
anomaly_0258,1,0.9000,
anomaly_0542,0,0.1000,
anomaly_0480,0,0.1000,
anomaly_0816,0,0.1000,
anomaly_0391,1,0.9000,
anomaly_0395,0,0.1000,
anomaly_0066,0,0.1000,RULE_DEP_NO_CLEAN
anomaly_0611,1,0.9000,
anomaly_0944,1,0.9000,
anomaly_0697,1,0.9000,
anomaly_0812,0,0.1000,
