EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0220,MEASURE SURFACE PARTICLES,,,,
valid_0221,MEASURE PLANARITY,,,,
valid_0222,MEASURE FILM THICKNESS,,,,
valid_0223,MEASURE PLANARITY,,,,
valid_0224,ANNEAL OXIDE,,,,
valid_0225,SPIN COAT PHOTORESIST,,,,
valid_0226,ANNEAL OXIDE,,,,
valid_0227,MEASURE FILM THICKNESS,,,,
valid_0228,IMPLANT SOURCE DRAIN,,,,
valid_0229,SPIN COAT PHOTORESIST,,,,
valid_0230,ANNEAL OXIDE,,,,
valid_0231,DENSIFY DIELECTRIC,,,,
valid_0232,MEASURE SURFACE UNIFORMITY,,,,
valid_0233,SOFT BAKE,,,,
valid_0234,ANNEAL OXIDE,,,,
valid_0235,CMP DIELECTRIC,,,,
valid_0236,,,,,
valid_0237,SPIN COAT PHOTORESIST,,,,
valid_0238,ANNEAL DIELECTRIC,,,,
valid_0239,MEASURE PLANARITY,,,,
valid_0240,ANNEAL OXIDE,,,,
valid_0241,MEASURE DIELECTRIC THICKNESS,,,,
valid_0242,ANNEAL OXIDE,,,,
valid_0243,CMP DIELECTRIC,,,,
valid_0244,MEASURE SURFACE UNIFORMITY,,,,
valid_0245,SPIN COAT PHOTORESIST,,,,
valid_0246,MEASURE SURFACE PARTICLES,,,,
valid_0247,SPIN COAT PHOTORESIST,,,,
valid_0248,ANNEAL OXIDE,,,,
valid_0249,SOFT BAKE,,,,
valid_0250,ANNEAL OXIDE,,,,
valid_0251,MEASURE PLANARITY,,,,
valid_0252,MEASURE FILM THICKNESS,,,,
valid_0253,SPIN COAT PHOTORESIST,,,,
valid_0254,MEASURE FILM THICKNESS,,,,
valid_0255,MEASURE PLANARITY,,,,
valid_0256,MEASURE FILM THICKNESS,,,,
valid_0257,SPIN COAT PHOTORESIST,,,,
valid_0258,ANNEAL DIELECTRIC,,,,
valid_0259,MEASURE PLANARITY,,,,
valid_0260,ANNEAL OXIDE,,,,
valid_0261,MEASURE PLANARITY,,,,
valid_0262,ANNEAL OXIDE,,,,
valid_0263,CMP DIELECTRIC,,,,
valid_0264,ANNEAL OXIDE,,,,
valid_0265,MEASURE DIELECTRIC THICKNESS,,,,
valid_0266,ANNEAL OXIDE,,,,
valid_0267,SOFT BAKE,,,,
valid_0268,ANNEAL OXIDE,,,,
valid_0269,SPIN COAT PHOTORESIST,,,,
valid_0270,MEASURE SURFACE PARTICLES,,,,
valid_0271,MEASURE SURFACE PLANARITY,,,,
valid_0272,ANNEAL OXIDE,,,,
valid_0273,SPIN COAT PHOTORESIST,,,,
valid_0274,IMPLANT SOURCE DRAIN,,,,
valid_0275,SPIN COAT PHOTORESIST,,,,
valid_0276,ANNEAL OXIDE,,,,
valid_0277,SPIN COAT PHOTORESIST,,,,
valid_0278,MEASURE SURFACE PARTICLES,,,,
valid_0279,SPIN COAT PHOTORESIST,,,,
valid_0280,ANNEAL OXIDE,,,,
valid_0281,DENSIFY DIELECTRIC,,,,
valid_0282,CLEAN AFTER METAL ETCH,,,,
valid_0283,MEASURE PLANARITY,,,,
valid_0284,ANNEAL OXIDE,,,,
valid_0285,MEASURE DIELECTRIC THICKNESS,,,,
valid_0286,IMPLANT SOURCE DRAIN,,,,
valid_0287,EXPOSE LITHO LEVEL 5,,,,
valid_0288,MEASURE FILM THICKNESS,,,,
valid_0289,SPIN COAT PHOTORESIST,,,,
valid_0290,IMPLANT SOURCE DRAIN,,,,
valid_0291,SPIN COAT PHOTORESIST,,,,
valid_0292,ANNEAL OXIDE,,,,
valid_0293,SPIN COAT PHOTORESIST,,,,
valid_0294,IMPLANT SOURCE DRAIN,,,,
valid_0295,MEASURE PLANARITY,,,,
valid_0296,ANNEAL OXIDE,,,,
valid_0297,MEASURE FILM THICKNESS,,,,
valid_0298,HARD BAKE,,,,
valid_0299,MEASURE PLANARITY,,,,
valid_0300,ANNEAL OXIDE,,,,
valid_0301,MEASURE SURFACE PLANARITY,,,,
valid_0302,ANNEAL OXIDE,,,,
valid_0303,MEASURE DIELECTRIC THICKNESS,,,,
valid_0304,MEASURE GEOMETRY,,,,
valid_0305,SPIN COAT PHOTORESIST,,,,
valid_0306,MEASURE FILM THICKNESS,,,,
valid_0307,MEASURE PLANARITY,,,,
valid_0308,ANNEAL OXIDE,,,,
valid_0309,SPIN COAT PHOTORESIST,,,,
valid_0310,ANNEAL OXIDE,,,,
valid_0311,MEASURE PLANARITY,,,,
valid_0312,ANNEAL OXIDE,,,,
valid_0313,CMP DIELECTRIC,,,,
valid_0314,IMPLANT SOURCE DRAIN,,,,
valid_0315,SPIN COAT PHOTORESIST,,,,
valid_0316,MEASURE CD LEVEL 1,,,,
valid_0317,SPIN COAT PHOTORESIST,,,,
valid_0318,MEASURE SURFACE PARTICLES,,,,
valid_0319,MEASURE PLANARITY,,,,
valid_0320,ANNEAL OXIDE,,,,
valid_0321,SPIN COAT PHOTORESIST,,,,
valid_0322,ANNEAL OXIDE,,,,
valid_0323,SOFT BAKE,,,,
valid_0324,DEPOSIT TUNGSTEN SEED,,,,
valid_0325,CMP DIELECTRIC,,,,
valid_0326,IMPLANT SOURCE DRAIN,,,,
valid_0327,SPIN COAT PHOTORESIST,,,,
valid_0328,ANNEAL OXIDE,,,,
valid_0329,MEASURE PLANARITY,,,,
valid_0330,MEASURE SURFACE PARTICLES,,,,
valid_0331,MEASURE PLANARITY,,,,
valid_0332,ANNEAL OXIDE,,,,
valid_0333,DENSIFY DIELECTRIC,,,,
valid_0334,,,,,
valid_0335,CMP DIELECTRIC,,,,
valid_0336,MEASURE FILM THICKNESS,,,,
valid_0337,CMP DIELECTRIC,,,,
valid_0338,IMPLANT SOURCE DRAIN,,,,
valid_0339,SOFT BAKE,,,,
valid_0340,ANNEAL OXIDE,,,,
valid_0341,SPIN COAT PHOTORESIST,,,,
valid_0342,DEPOSIT TUNGSTEN SEED,,,,
valid_0343,SPIN COAT PHOTORESIST,,,,
valid_0344,MEASURE FILM THICKNESS,,,,
valid_0345,SPIN COAT PHOTORESIST,,,,
valid_0346,MEASURE SURFACE PARTICLES,,,,
valid_0347,SPIN COAT PHOTORESIST,,,,
valid_0348,IMPLANT SOURCE DRAIN,,,,
valid_0349,DEPOSIT TUNGSTEN SEED,,,,
valid_0350,CLEAN AFTER METAL ETCH,,,,
valid_0351,CMP DIELECTRIC,,,,
valid_0352,IMPLANT SOURCE DRAIN,,,,
valid_0353,ALIGN MASK LEVEL 5,,,,
valid_0354,ANNEAL OXIDE,,,,
valid_0355,SPIN COAT PHOTORESIST,,,,
valid_0356,MEASURE SURFACE UNIFORMITY,,,,
valid_0357,MEASURE PLANARITY,,,,
valid_0358,ANNEAL OXIDE,,,,
valid_0359,SPIN COAT PHOTORESIST,,,,
valid_0360,ANNEAL OXIDE,,,,
valid_0361,SPIN COAT PHOTORESIST,,,,
valid_0362,RAPID THERMAL ANNEAL,,,,
valid_0363,MEASURE DIELECTRIC THICKNESS,,,,
valid_0364,MEASURE GEOMETRY,,,,
valid_0365,ALIGN MASK LEVEL 5,,,,
valid_0366,IMPLANT SOURCE DRAIN,,,,
valid_0367,MEASURE PLANARITY,,,,
valid_0368,MEASURE SURFACE PARTICLES,,,,
valid_0369,SPIN COAT PHOTORESIST,,,,
valid_0370,ANNEAL OXIDE,,,,
valid_0371,CMP DIELECTRIC,,,,
valid_0372,IMPLANT SOURCE DRAIN,,,,
valid_0373,SPIN COAT PHOTORESIST,,,,
valid_0374,ANNEAL OXIDE,,,,
valid_0375,MEASURE SHEET RESISTANCE,,,,
valid_0376,CLEAN AFTER METAL ETCH,,,,
valid_0377,CMP DIELECTRIC,,,,
valid_0378,ANNEAL OXIDE,,,,
valid_0379,SPIN COAT PHOTORESIST,,,,
valid_0380,MEASURE SURFACE PARTICLES,,,,
valid_0381,MEASURE DIELECTRIC THICKNESS,,,,
valid_0382,MEASURE SURFACE UNIFORMITY,,,,
valid_0383,SOFT BAKE,,,,
valid_0384,MEASURE SURFACE PARTICLES,,,,
valid_0385,MEASURE PLANARITY,,,,
valid_0386,ANNEAL DIELECTRIC,,,,
valid_0387,ALIGN MASK LEVEL 5,,,,
valid_0388,ANNEAL DIELECTRIC,,,,
valid_0389,MEASURE PLANARITY,,,,
valid_0390,ANNEAL DIELECTRIC,,,,
valid_0391,SPIN COAT PHOTORESIST,,,,
valid_0392,IMPLANT SOURCE DRAIN,,,,
valid_0393,MEASURE PLANARITY,,,,
valid_0394,ANNEAL DIELECTRIC,,,,
valid_0395,SPIN COAT PHOTORESIST,,,,
valid_0396,MEASURE FILM THICKNESS,,,,
valid_0397,CMP DIELECTRIC,,,,
valid_0398,ANNEAL OXIDE,,,,
valid_0399,MEASURE PLANARITY,,,,
valid_0400,IMPLANT SOURCE REGION,,,,
valid_0401,ANNEAL METAL,,,,
valid_0402,VIA INSPECTION,,,,
valid_0403,MEASURE VIA CD,,,,
valid_0404,VIA INSPECTION,,,,
valid_0405,MEASURE VIA CD,,,,
valid_0406,MEASURE FILM THICKNESS,,,,
valid_0407,STRIP RESIST,,,,
valid_0408,MEASURE FILM THICKNESS,,,,
valid_0409,STRIP RESIST,,,,
valid_0410,DEPOSIT PASSIVATION,,,,
valid_0411,CLEAN AFTER VIA ETCH,,,,
valid_0412,DEPOSIT PASSIVATION,,,,
valid_0413,STRIP RESIST,,,,
valid_0414,MEASURE FILM THICKNESS,,,,
valid_0415,CLEAN AFTER VIA ETCH,,,,
valid_0416,DEVELOP PHOTORESIST,,,,
valid_0417,CLEAN AFTER VIA ETCH,,,,
valid_0418,VIA INSPECTION,,,,
valid_0419,STRIP RESIST,,,,
valid_0420,ANNEAL DIELECTRIC,,,,
valid_0421,ANNEAL METAL,,,,
valid_0422,VIA INSPECTION,,,,
valid_0423,MEASURE VIA CD,,,,
valid_0424,HARD BAKE,,,,
valid_0425,CLEAN AFTER VIA ETCH,,,,
valid_0426,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0427,CLEAN AFTER VIA ETCH,,,,
valid_0428,HARD BAKE,,,,
valid_0429,STRIP RESIST,,,,
valid_0430,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0431,MEASURE VIA CD,,,,
valid_0432,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0433,STRIP RESIST,,,,
valid_0434,DEVELOP PHOTORESIST,,,,
valid_0435,DEPOSIT BARRIER METAL,,,,
valid_0436,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0437,CLEAN AFTER VIA ETCH,,,,
valid_0438,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0439,CLEAN AFTER VIA ETCH,,,,
valid_0440,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0441,STRIP RESIST,,,,
valid_0442,DEPOSIT PASSIVATION,,,,
valid_0443,DEPOSIT BARRIER METAL,,,,
valid_0444,DEPOSIT PASSIVATION,,,,
valid_0445,CLEAN AFTER VIA ETCH,,,,
valid_0446,DEPOSIT PASSIVATION,,,,
valid_0447,CLEAN AFTER VIA ETCH,,,,
valid_0448,DEVELOP PHOTORESIST,,,,
valid_0449,CLEAN AFTER VIA ETCH,,,,
valid_0450,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0451,MEASURE VIA CD,,,,
valid_0452,DEVELOP PHOTORESIST,,,,
valid_0453,MEASURE VIA CD,,,,
valid_0454,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0455,DEPOSIT BARRIER METAL,,,,
valid_0456,DEVELOP PHOTORESIST,,,,
valid_0457,STRIP RESIST,,,,
valid_0458,MEASURE FILM THICKNESS,,,,
valid_0459,HARD BAKE,,,,
valid_0460,MEASURE FILM THICKNESS,,,,
valid_0461,MEASURE VIA CD,,,,
valid_0462,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0463,MEASURE VIA CD,,,,
valid_0464,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0465,HARD BAKE,,,,
valid_0466,ANNEAL DIELECTRIC,,,,
valid_0467,CLEAN AFTER VIA ETCH,,,,
valid_0468,DEPOSIT PASSIVATION,,,,
valid_0469,CLEAN AFTER VIA ETCH,,,,
valid_0470,DEPOSIT PASSIVATION,,,,
valid_0471,DEPOSIT BARRIER METAL,,,,
valid_0472,METAL ETCH,,,,
valid_0473,STRIP RESIST,,,,
valid_0474,MEASURE FILM THICKNESS,,,,
valid_0475,METAL ETCH,,,,
valid_0476,MEASURE FILM THICKNESS,,,,
valid_0477,CLEAN AFTER VIA ETCH,,,,
valid_0478,HARD BAKE,,,,
valid_0479,CLEAN AFTER VIA ETCH,,,,
valid_0480,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0481,MEASURE VIA CD,,,,
valid_0482,DEPOSIT PASSIVATION,,,,
valid_0483,ANNEAL METAL,,,,
valid_0484,DEVELOP PHOTORESIST,,,,
valid_0485,DEPOSIT BARRIER METAL,,,,
valid_0486,DEVELOP PHOTORESIST,,,,
valid_0487,CLEAN AFTER VIA ETCH,,,,
valid_0488,MEASURE FILM THICKNESS,,,,
valid_0489,CLEAN AFTER VIA ETCH,,,,
valid_0490,DEPOSIT PASSIVATION,,,,
valid_0491,STRIP RESIST,,,,
valid_0492,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0493,MEASURE VIA CD,,,,
valid_0494,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0495,CLEAN AFTER VIA ETCH,,,,
valid_0496,MEASURE FILM THICKNESS,,,,
valid_0497,MEASURE VIA CD,,,,
valid_0498,DEVELOP PHOTORESIST,,,,
valid_0499,CLEAN AFTER VIA ETCH,,,,
valid_0500,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0501,CLEAN AFTER VIA ETCH,,,,
valid_0502,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0503,DEPOSIT BARRIER METAL,,,,
valid_0504,VIA INSPECTION,,,,
valid_0505,STRIP RESIST,,,,
valid_0506,ANNEAL DIELECTRIC,,,,
valid_0507,STRIP RESIST,,,,
valid_0508,DEVELOP PHOTORESIST,,,,
valid_0509,CLEAN AFTER VIA ETCH,,,,
valid_0510,MEASURE FILM THICKNESS,,,,
valid_0511,HARD BAKE,,,,
valid_0512,DEPOSIT PASSIVATION,,,,
valid_0513,MEASURE VIA CD,,,,
valid_0514,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0515,MEASURE VIA CD,,,,
valid_0516,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0517,MEASURE VIA CD,,,,
valid_0518,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0519,MEASURE VIA CD,,,,
valid_0520,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0521,MEASURE VIA CD,,,,
valid_0522,DEVELOP PHOTORESIST,,,,
valid_0523,STRIP RESIST,,,,
valid_0524,DEPOSIT PASSIVATION,,,,
valid_0525,MEASURE VIA CD,,,,
valid_0526,DEVELOP PHOTORESIST,,,,
valid_0527,DEPOSIT BARRIER METAL,,,,
valid_0528,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0529,CLEAN AFTER VIA ETCH,,,,
valid_0530,ANNEAL DIELECTRIC,,,,
valid_0531,DEPOSIT BARRIER METAL,,,,
valid_0532,VIA INSPECTION,,,,
valid_0533,ANNEAL METAL,,,,
valid_0534,VIA INSPECTION,,,,
valid_0535,DEPOSIT BARRIER METAL,,,,
valid_0536,HARD BAKE,,,,
valid_0537,MEASURE VIA CD,,,,
valid_0538,DEVELOP PHOTORESIST,,,,
valid_0539,STRIP RESIST,,,,
valid_0540,HARD BAKE,,,,
valid_0541,STRIP RESIST,,,,
valid_0542,DEPOSIT PASSIVATION,,,,
valid_0543,MEASURE VIA CD,,,,
valid_0544,DEPOSIT PASSIVATION,,,,
valid_0545,DEPOSIT BARRIER METAL,,,,
valid_0546,DEVELOP PHOTORESIST,,,,
valid_0547,CLEAN AFTER VIA ETCH,,,,
valid_0548,DEVELOP PHOTORESIST,,,,
valid_0549,ANNEAL METAL,,,,
valid_0550,VIA INSPECTION,,,,
valid_0551,CLEAN AFTER VIA ETCH,,,,
valid_0552,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0553,MEASURE VIA CD,,,,
valid_0554,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0555,METAL ETCH,,,,
valid_0556,HARD BAKE,,,,
valid_0557,MEASURE VIA CD,,,,
valid_0558,DEVELOP PHOTORESIST,,,,
valid_0559,MEASURE VIA CD,,,,
valid_0560,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0561,STRIP RESIST,,,,
valid_0562,DEPOSIT PASSIVATION,,,,
valid_0563,CLEAN AFTER VIA ETCH,,,,
valid_0564,HARD BAKE,,,,
valid_0565,STRIP RESIST,,,,
valid_0566,HARD BAKE,,,,
valid_0567,MEASURE VIA CD,,,,
valid_0568,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0569,STRIP RESIST,,,,
valid_0570,DEVELOP PHOTORESIST,,,,
valid_0571,STRIP RESIST,,,,
valid_0572,DEPOSIT PASSIVATION,,,,
valid_0573,CLEAN AFTER VIA ETCH,,,,
valid_0574,DEPOSIT PASSIVATION,,,,
valid_0575,MEASURE VIA CD,,,,
valid_0576,DEVELOP PHOTORESIST,,,,
valid_0577,CLEAN AFTER VIA ETCH,,,,
valid_0578,DEVELOP PHOTORESIST,,,,
valid_0579,STRIP RESIST,,,,
valid_0580,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0581,CLEAN AFTER VIA ETCH,,,,
valid_0582,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0583,METAL ETCH,,,,
valid_0584,DEPOSIT PASSIVATION,,,,
valid_0585,STRIP RESIST,,,,
valid_0586,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0587,STRIP RESIST,,,,
