EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0061,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0062,DEPOSIT BARRIER METAL,,,,
valid_0063,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0064,CLEAN AFTER VIA ETCH,,,,
valid_0065,DEVELOP PHOTORESIST,,,,
valid_0066,CLEAN AFTER VIA ETCH,,,,
valid_0067,DEVELOP PHOTORESIST,,,,
valid_0068,MEASURE VIA CD,,,,
valid_0069,HARD BAKE,,,,
valid_0070,CLEAN AFTER VIA ETCH,,,,
valid_0071,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0072,MEASURE VIA CD,,,,
valid_0073,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0074,HARD BAKE,,,,
valid_0075,ANNEAL DIELECTRIC,,,,
valid_0076,DEPOSIT BARRIER METAL,,,,
valid_0077,DEVELOP PHOTORESIST,,,,
valid_0078,CLEAN AFTER VIA ETCH,,,,
valid_0079,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0080,CLEAN AFTER VIA ETCH,,,,
valid_0081,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0082,CLEAN AFTER VIA ETCH,,,,
valid_0083,DEVELOP PHOTORESIST,,,,
valid_0084,CLEAN AFTER VIA ETCH,,,,
valid_0085,DEVELOP PHOTORESIST,,,,
valid_0086,STRIP RESIST,,,,
valid_0087,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0088,CLEAN AFTER VIA ETCH,,,,
valid_0089,DEVELOP PHOTORESIST,,,,
valid_0090,CLEAN AFTER VIA ETCH,,,,
valid_0091,DEVELOP PHOTORESIST,,,,
valid_0092,CLEAN AFTER VIA ETCH,,,,
valid_0093,CMP METAL,,,,
valid_0094,DEPOSIT BARRIER METAL,,,,
valid_0095,CMP METAL,,,,
valid_0096,DEPOSIT BARRIER METAL,,,,
valid_0097,PAD WINDOW LITHO,,,,
valid_0098,STRIP RESIST,,,,
valid_0099,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0100,CLEAN AFTER VIA ETCH,,,,
valid_0101,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0102,MEASURE VIA CD,,,,
valid_0103,HARD BAKE,,,,
valid_0104,HARD BAKE,,,,
valid_0105,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0106,MEASURE VIA CD,,,,
valid_0107,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0108,CLEAN AFTER VIA ETCH,,,,
valid_0109,DEVELOP PHOTORESIST,,,,
valid_0110,STRIP RESIST,,,,
valid_0111,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0112,MEASURE VIA CD,,,,
valid_0113,CMP METAL,,,,
valid_0114,STRIP RESIST,,,,
valid_0115,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0116,HARD BAKE,,,,
valid_0117,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0118,DEPOSIT BARRIER METAL,,,,
valid_0119,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0120,CLEAN AFTER VIA ETCH,,,,
valid_0121,DEVELOP PHOTORESIST,,,,
valid_0122,MEASURE VIA CD,,,,
valid_0123,DEVELOP PHOTORESIST,,,,
valid_0124,STRIP RESIST,,,,
valid_0125,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0126,MEASURE VIA CD,,,,
valid_0127,DEVELOP PHOTORESIST,,,,
valid_0128,VIA ETCH,,,,
valid_0129,MEASURE FILM THICKNESS,,,,
valid_0130,STRIP RESIST,,,,
valid_0131,MEASURE FILM THICKNESS,,,,
valid_0132,DEPOSIT BARRIER METAL,,,,
valid_0133,DEVELOP PHOTORESIST,,,,
valid_0134,MEASURE VIA CD,,,,
valid_0135,DEVELOP PHOTORESIST,,,,
valid_0136,VIA ETCH,,,,
valid_0137,MEASURE FILM THICKNESS,,,,
valid_0138,MEASURE VIA CD,,,,
valid_0139,DEVELOP PHOTORESIST,,,,
valid_0140,STRIP RESIST,,,,
valid_0141,CMP METAL,,,,
valid_0142,CLEAN AFTER VIA ETCH,,,,
valid_0143,HARD BAKE,,,,
valid_0144,MEASURE VIA CD,,,,
valid_0145,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0146,CLEAN AFTER VIA ETCH,,,,
valid_0147,ANNEAL DIELECTRIC,,,,
valid_0148,CLEAN AFTER VIA ETCH,,,,
valid_0149,DEVELOP PHOTORESIST,,,,
valid_0150,STRIP RESIST,,,,
valid_0151,DEPOSIT INTERLEVEL DIELECTRIC,,,,
valid_0152,STRIP RESIST,,,,
valid_0153,CMP METAL,,,,
valid_0154,CLEAN AFTER VIA ETCH,,,,
valid_0155,CMP METAL,,,,
valid_0156,CLEAN AFTER VIA ETCH,,,,
valid_0157,CMP METAL,,,,
valid_0158,CLEAN AFTER VIA ETCH,,,,
valid_0159,VIA INSPECTION,,,,
valid_0160,HARD BAKE,,,,
valid_0161,HARD BAKE,,,,
valid_0162,MEASURE VIA CD,,,,
valid_0163,VIA INSPECTION,,,,
valid_0164,DEPOSIT BARRIER METAL,,,,
valid_0165,DEVELOP PHOTORESIST,,,,
valid_0166,CLEAN AFTER VIA ETCH,,,,
valid_0167,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0168,MEASURE VIA CD,,,,
valid_0169,MEASURE FILM THICKNESS,,,,
valid_0170,MEASURE VIA CD,,,,
valid_0171,RAPID THERMAL ANNEAL,,,,
valid_0172,DEPOSIT BARRIER METAL,,,,
valid_0173,VIA INSPECTION,,,,
valid_0174,DEPOSIT BARRIER METAL,,,,
valid_0175,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0176,HARD BAKE,,,,
valid_0177,MEASURE FILM THICKNESS,,,,
valid_0178,STRIP RESIST,,,,
valid_0179,CMP METAL,,,,
valid_0180,HARD BAKE,,,,
valid_0181,ANNEAL DIELECTRIC,,,,
valid_0182,MEASURE VIA CD,,,,
valid_0183,CMP METAL,,,,
valid_0184,STRIP RESIST,,,,
valid_0185,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0186,MEASURE VIA CD,,,,
valid_0187,VIA INSPECTION,,,,
valid_0188,MEASURE VIA CD,,,,
valid_0189,DEVELOP PHOTORESIST,,,,
valid_0190,CLEAN AFTER VIA ETCH,,,,
valid_0191,CMP METAL,,,,
valid_0192,HARD BAKE,,,,
valid_0193,IMPLANT SOURCE DRAIN,,,,
valid_0194,HARD BAKE,,,,
valid_0195,RCA CLEAN 1,,,,
valid_0196,STRIP RESIST,,,,
valid_0197,MEASURE FILM THICKNESS,,,,
valid_0198,CLEAN AFTER VIA ETCH,,,,
valid_0199,ETCH SILICON OR OXIDE WINDOW,,,,
