EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0061,CLEAN AFTER METAL ETCH,,,,
valid_0062,MEASURE VIA CD,,,,
valid_0063,CLEAN AFTER METAL ETCH,,,,
valid_0064,DEPOSIT BARRIER METAL,,,,
valid_0065,PAD WINDOW LITHO,,,,
valid_0066,STRIP PHOTORESIST,,,,
valid_0067,VIA OPENING INSPECTION,,,,
valid_0068,STRIP PHOTORESIST,,,,
valid_0069,METAL ETCH,,,,
valid_0070,CLEAN AFTER VIA ETCH,,,,
valid_0071,CLEAN AFTER METAL ETCH,,,,
valid_0072,DEPOSIT BARRIER METAL,,,,
valid_0073,STRIP RESIST,,,,
valid_0074,CLEAN AFTER VIA ETCH,,,,
valid_0075,METAL ETCH,,,,
valid_0076,MEASURE VIA CD,,,,
valid_0077,STRIP RESIST,,,,
valid_0078,MEASURE VIA CD,,,,
valid_0079,STRIP PHOTORESIST,,,,
valid_0080,MEASURE VIA CD,,,,
valid_0081,STRIP RESIST,,,,
valid_0082,STRIP PHOTORESIST,,,,
valid_0083,PAD WINDOW LITHO,,,,
valid_0084,DEPOSIT BARRIER METAL,,,,
valid_0085,VIA OPENING INSPECTION,,,,
valid_0086,ANNEAL METAL,,,,
valid_0087,PASSIVATION ETCH,,,,
valid_0088,MEASURE VIA CD,,,,
valid_0089,STRIP PHOTORESIST,,,,
valid_0090,DEPOSIT BARRIER METAL,,,,
valid_0091,STRIP PHOTORESIST,,,,
valid_0092,ANNEAL METAL,,,,
valid_0093,MEASURE WINDOW CD,,,,
valid_0094,VIA ETCH,,,,
valid_0095,DEVELOP PHOTORESIST,,,,
valid_0096,MEASURE VIA CD,,,,
valid_0097,STRIP PHOTORESIST,,,,
valid_0098,CLEAN AFTER VIA ETCH,,,,
valid_0099,VIA INSPECTION,,,,
valid_0100,CLEAN AFTER VIA ETCH,,,,
valid_0101,DEVELOP PHOTORESIST,,,,
valid_0102,MEASURE VIA CD,,,,
valid_0103,DEVELOP PHOTORESIST,,,,
valid_0104,STRIP RESIST,,,,
valid_0105,VIA OPENING INSPECTION,,,,
valid_0106,DEPOSIT BARRIER METAL,,,,
valid_0107,STRIP PHOTORESIST,,,,
valid_0108,STRIP RESIST,,,,
valid_0109,METAL ETCH,,,,
valid_0110,ANNEAL METAL,,,,
valid_0111,STRIP PHOTORESIST,,,,
valid_0112,MEASURE VIA CD,,,,
valid_0113,STRIP RESIST,,,,
valid_0114,DEPOSIT BARRIER METAL,,,,
valid_0115,STRIP PHOTORESIST,,,,
valid_0116,STRIP RESIST,,,,
valid_0117,DRIVE IN DIFFUSION,,,,
valid_0118,MEASURE VIA CD,,,,
valid_0119,PAD WINDOW LITHO,,,,
valid_0120,MEASURE VIA CD,,,,
valid_0121,DEVELOP PHOTORESIST,,,,
valid_0122,CLEAN AFTER VIA ETCH,,,,
valid_0123,PAD WINDOW LITHO,,,,
valid_0124,DEPOSIT BARRIER METAL,,,,
valid_0125,PASSIVATION ETCH,,,,
valid_0126,STRIP RESIST,,,,
valid_0127,DEVELOP PHOTORESIST,,,,
valid_0128,ANNEAL METAL,,,,
valid_0129,CLEAN AFTER WINDOW ETCH,,,,
valid_0130,STRIP PHOTORESIST,,,,
valid_0131,PAD WINDOW LITHO,,,,
valid_0132,CLEAN AFTER VIA ETCH,,,,
valid_0133,METAL ETCH,,,,
valid_0134,MEASURE VIA CD,,,,
valid_0135,CLEAN AFTER METAL ETCH,,,,
valid_0136,MEASURE VIA CD,,,,
valid_0137,PAD WINDOW LITHO,,,,
valid_0138,DEPOSIT BARRIER METAL,,,,
valid_0139,STRIP PHOTORESIST,,,,
valid_0140,MEASURE VIA CD,,,,
valid_0141,PAD WINDOW LITHO,,,,
valid_0142,MEASURE VIA CD,,,,
valid_0143,CLEAN AFTER METAL ETCH,,,,
valid_0144,ANNEAL METAL,,,,
valid_0145,STRIP RESIST,,,,
valid_0146,CLEAN AFTER VIA ETCH,,,,
valid_0147,DRIVE IN DIFFUSION,,,,
valid_0148,CLEAN AFTER VIA ETCH,,,,
valid_0149,STRIP RESIST,,,,
valid_0150,ANNEAL METAL,,,,
valid_0151,STRIP PHOTORESIST,,,,
valid_0152,CLEAN AFTER VIA ETCH,,,,
valid_0153,METAL ETCH,,,,
valid_0154,CLEAN AFTER VIA ETCH,,,,
valid_0155,STRIP PHOTORESIST,,,,
valid_0156,STRIP PHOTORESIST,,,,
valid_0157,VIA OPENING INSPECTION,,,,
valid_0158,CLEAN AFTER VIA ETCH,,,,
valid_0159,STRIP RESIST,,,,
valid_0160,MEASURE VIA CD,,,,
valid_0161,STRIP PHOTORESIST,,,,
valid_0162,MEASURE VIA CD,,,,
valid_0163,DEVELOP PHOTORESIST,,,,
valid_0164,CLEAN AFTER VIA ETCH,,,,
valid_0165,STRIP PHOTORESIST,,,,
valid_0166,STRIP PHOTORESIST,,,,
valid_0167,DEVELOP PHOTORESIST,,,,
valid_0168,CLEAN AFTER VIA ETCH,,,,
valid_0169,METAL ETCH,,,,
valid_0170,CLEAN AFTER VIA ETCH,,,,
valid_0171,VIA OPENING INSPECTION,,,,
valid_0172,MEASURE VIA CD,,,,
valid_0173,DEVELOP PHOTORESIST,,,,
valid_0174,CLEAN AFTER VIA ETCH,,,,
valid_0175,STRIP RESIST,,,,
valid_0176,CLEAN AFTER VIA ETCH,,,,
valid_0177,METAL ETCH,,,,
valid_0178,DEPOSIT BARRIER METAL,,,,
valid_0179,STRIP RESIST,,,,
valid_0180,MEASURE VIA CD,,,,
valid_0181,STRIP RESIST,,,,
valid_0182,CLEAN AFTER VIA ETCH,,,,
valid_0183,PAD WINDOW LITHO,,,,
valid_0184,MEASURE VIA CD,,,,
valid_0185,STRIP RESIST,,,,
valid_0186,MEASURE VIA CD,,,,
valid_0187,STRIP RESIST,,,,
valid_0188,ANNEAL METAL,,,,
valid_0189,STRIP RESIST,,,,
valid_0190,MEASURE VIA CD,,,,
valid_0191,STRIP RESIST,,,,
valid_0192,MEASURE VIA CD,,,,
valid_0193,PAD WINDOW LITHO,,,,
valid_0194,CLEAN AFTER VIA ETCH,,,,
valid_0195,METAL ETCH,,,,
valid_0196,DEPOSIT BARRIER METAL,,,,
valid_0197,PAD WINDOW LITHO,,,,
valid_0198,MEASURE VIA CD,,,,
valid_0199,STRIP RESIST,,,,
