EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0063,ANNEAL POLYSILICON,,,,
valid_0064,MEASURE PLANARITY,,,,
valid_0065,ANNEAL DIELECTRIC,,,,
valid_0066,MEASURE PLANARITY,,,,
valid_0067,ANNEAL DIELECTRIC,,,,
valid_0068,SPIN COAT PHOTORESIST,,,,
valid_0069,ANNEAL DIELECTRIC,,,,
valid_0070,CMP DIELECTRIC,,,,
valid_0071,ANNEAL POLYSILICON,,,,
valid_0072,SPIN COAT PHOTORESIST,,,,
valid_0073,MEASURE FILM THICKNESS,,,,
valid_0074,MEASURE PLANARITY,,,,
valid_0075,MEASURE SURFACE PARTICLES,,,,
valid_0076,MEASURE FILM THICKNESS,,,,
valid_0077,,,,,
valid_0078,MEASURE PLANARITY,,,,
valid_0079,,,,,
valid_0080,MEASURE PLANARITY,,,,
valid_0081,IMPLANT SOURCE DRAIN,,,,
valid_0082,SPIN COAT PHOTORESIST,,,,
valid_0083,ANNEAL DIELECTRIC,,,,
valid_0084,SPIN COAT PHOTORESIST,,,,
valid_0085,MEASURE FILM THICKNESS,,,,
valid_0086,SPIN COAT PHOTORESIST,,,,
valid_0087,ANNEAL POLYSILICON,,,,
valid_0088,CMP DIELECTRIC,,,,
valid_0089,IMPLANT SOURCE DRAIN,,,,
valid_0090,MEASURE PLANARITY,,,,
valid_0091,MEASURE FILM THICKNESS,,,,
valid_0092,SPIN COAT PHOTORESIST,,,,
valid_0093,MEASURE FILM THICKNESS,,,,
valid_0094,SOFT BAKE,,,,
valid_0095,MEASURE FILM THICKNESS,,,,
valid_0096,MEASURE PLANARITY,,,,
valid_0097,ANNEAL DIELECTRIC,,,,
valid_0098,MEASURE PLANARITY,,,,
valid_0099,IMPLANT SOURCE DRAIN,,,,
valid_0100,MEASURE PLANARITY,,,,
valid_0101,IMPLANT SOURCE DRAIN,,,,
valid_0102,MEASURE PLANARITY,,,,
valid_0103,IMPLANT SOURCE DRAIN,,,,
valid_0104,MEASURE PLANARITY,,,,
valid_0105,IMPLANT SOURCE DRAIN,,,,
valid_0106,SPIN COAT PHOTORESIST,,,,
valid_0107,ANNEAL POLYSILICON,,,,
valid_0108,SOFT BAKE,,,,
valid_0109,MEASURE FILM THICKNESS,,,,
valid_0110,MEASURE PLANARITY,,,,
valid_0111,IMPLANT SOURCE DRAIN,,,,
valid_0112,MEASURE PLANARITY,,,,
valid_0113,ANNEAL POLYSILICON,,,,
valid_0114,ALIGN MASK LEVEL 5,,,,
valid_0115,ANNEAL DIELECTRIC,,,,
valid_0116,MEASURE DIELECTRIC THICKNESS,,,,
valid_0117,IMPLANT SOURCE DRAIN,,,,
valid_0118,SPIN COAT PHOTORESIST,,,,
valid_0119,IMPLANT SOURCE DRAIN,,,,
valid_0120,SPIN COAT PHOTORESIST,,,,
valid_0121,IMPLANT SOURCE DRAIN,,,,
valid_0122,CMP DIELECTRIC,,,,
valid_0123,IMPLANT SOURCE DRAIN,,,,
valid_0124,SOFT BAKE,,,,
valid_0125,IMPLANT SOURCE DRAIN,,,,
valid_0126,MEASURE DIELECTRIC THICKNESS,,,,
valid_0127,IMPLANT SOURCE DRAIN,,,,
valid_0128,CMP DIELECTRIC,,,,
valid_0129,MEASURE FILM THICKNESS,,,,
valid_0130,MEASURE PLANARITY,,,,
valid_0131,MEASURE FILM THICKNESS,,,,
valid_0132,SOFT BAKE,,,,
valid_0133,ANNEAL POLYSILICON,,,,
valid_0134,SPIN COAT PHOTORESIST,,,,
valid_0135,MEASURE GEOMETRY,,,,
valid_0136,SPIN COAT PHOTORESIST,,,,
valid_0137,ANNEAL POLYSILICON,,,,
valid_0138,MEASURE PLANARITY,,,,
valid_0139,ANNEAL POLYSILICON,,,,
valid_0140,EXPOSE LITHO LEVEL 5,,,,
valid_0141,ANNEAL POLYSILICON,,,,
valid_0142,MEASURE PLANARITY,,,,
valid_0143,ANNEAL POLYSILICON,,,,
valid_0144,SPIN COAT PHOTORESIST,,,,
valid_0145,ANNEAL POLYSILICON,,,,
valid_0146,MEASURE PLANARITY,,,,
valid_0147,IMPLANT SOURCE DRAIN,,,,
valid_0148,CMP DIELECTRIC,,,,
valid_0149,IMPLANT SOURCE DRAIN,,,,
valid_0150,ANNEAL POLYSILICON,,,,
valid_0151,ANNEAL POLYSILICON,,,,
valid_0152,SOFT BAKE,,,,
valid_0153,ANNEAL POLYSILICON,,,,
valid_0154,MEASURE DIELECTRIC THICKNESS,,,,
valid_0155,ANNEAL DIELECTRIC,,,,
valid_0156,MEASURE PLANARITY,,,,
valid_0157,IMPLANT SOURCE DRAIN,,,,
valid_0158,MEASURE PLANARITY,,,,
valid_0159,ANNEAL POLYSILICON,,,,
valid_0160,MEASURE SURFACE PLANARITY,,,,
valid_0161,ANNEAL POLYSILICON,,,,
valid_0162,SPIN COAT PHOTORESIST,,,,
valid_0163,MEASURE FILM THICKNESS,,,,
valid_0164,SOFT BAKE,,,,
valid_0165,ANNEAL POLYSILICON,,,,
valid_0166,SOFT BAKE,,,,
valid_0167,ANNEAL POLYSILICON,,,,
valid_0168,SPIN COAT PHOTORESIST,,,,
valid_0169,ANNEAL DIELECTRIC,,,,
valid_0170,CMP DIELECTRIC,,,,
valid_0171,MEASURE SURFACE PARTICLES,,,,
valid_0172,SPIN COAT PHOTORESIST,,,,
valid_0173,ANNEAL DIELECTRIC,,,,
valid_0174,CMP DIELECTRIC,,,,
valid_0175,ANISOTROPIC ETCH SPACER,,,,
valid_0176,MEASURE PLANARITY,,,,
valid_0177,ANNEAL POLYSILICON,,,,
valid_0178,DENSIFY DIELECTRIC,,,,
valid_0179,MEASURE FILM THICKNESS,,,,
valid_0180,CMP DIELECTRIC,,,,
valid_0181,ANNEAL POLYSILICON,,,,
valid_0182,SPIN COAT PHOTORESIST,,,,
valid_0183,MEASURE FILM THICKNESS,,,,
valid_0184,SPIN COAT PHOTORESIST,,,,
valid_0185,MEASURE SURFACE PARTICLES,,,,
valid_0186,MEASURE PLANARITY,,,,
valid_0187,MEASURE SURFACE PARTICLES,,,,
valid_0188,CMP INTERLAYER DIELECTRIC,,,,
valid_0189,IMPLANT SOURCE DRAIN,,,,
valid_0190,CMP DIELECTRIC,,,,
valid_0191,MEASURE FILM THICKNESS,,,,
valid_0192,SOFT BAKE,,,,
valid_0193,ANNEAL POLYSILICON,,,,
valid_0194,SPIN COAT PHOTORESIST,,,,
valid_0195,IMPLANT SOURCE DRAIN,,,,
valid_0196,SOFT BAKE,,,,
valid_0197,MEASURE SURFACE PARTICLES,,,,
valid_0198,MEASURE PLANARITY,,,,
valid_0199,IMPLANT SOURCE DRAIN,,,,
