EXAMPLE_ID,IS_VALID,SCORE,PREDICTED_RULE
valid_0062,0,0.1000,RULE_DEP_NO_CLEAN
valid_0063,1,0.9000,
valid_0064,0,0.1000,
valid_0065,1,0.9000,
valid_0066,0,0.1000,RULE_DEP_NO_CLEAN
valid_0067,0,0.1000,
valid_0068,0,0.1000,
valid_0069,1,0.9000,
valid_0070,0,0.1000,
valid_0071,0,0.1000,RULE_ETCH_NO_MASK
valid_0072,0,0.1000,
valid_0073,0,0.1000,
valid_0074,1,0.9000,
valid_0075,0,0.1000,
valid_0076,1,0.9000,
valid_0077,1,0.9000,
valid_0078,0,0.1000,RULE_DEP_NO_CLEAN
valid_0079,1,0.9000,
valid_0080,1,0.9000,
valid_0081,0,0.1000,
valid_0082,1,0.9000,
valid_0083,1,0.9000,
valid_0084,0,0.1000,
valid_0085,0,0.1000,
valid_0086,1,0.9000,
valid_0087,1,0.9000,
valid_0088,1,0.9000,
valid_0089,0,0.1000,
valid_0090,1,0.9000,
valid_0091,0,0.1000,
valid_0092,0,0.1000,
valid_0093,1,0.9000,
valid_0094,1,0.9000,
valid_0095,1,0.9000,
valid_0096,1,0.9000,
valid_0097,1,0.9000,
valid_0098,0,0.1000,
valid_0099,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0100,1,0.9000,
forbidden_0101,0,0.1000,
forbidden_0102,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0103,1,0.9000,
forbidden_0104,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0105,0,0.1000,
forbidden_0106,1,0.9000,
forbidden_0107,1,0.9000,
forbidden_0108,0,0.1000,
forbidden_0109,1,0.9000,
forbidden_0110,1,0.9000,
forbidden_0111,0,0.1000,
forbidden_0112,1,0.9000,
forbidden_0113,0,0.1000,
forbidden_0114,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0115,0,0.1000,
forbidden_0116,1,0.9000,
forbidden_0117,1,0.9000,
forbidden_0118,1,0.9000,
forbidden_0119,1,0.9000,
forbidden_0120,1,0.9000,
forbidden_0121,0,0.1000,
forbidden_0122,1,0.9000,
forbidden_0123,0,0.1000,
forbidden_0124,1,0.9000,
forbidden_0125,1,0.9000,
forbidden_0126,0,0.1000,
forbidden_0127,1,0.9000,
forbidden_0128,1,0.9000,
forbidden_0129,0,0.1000,
forbidden_0130,1,0.9000,
forbidden_0131,0,0.1000,
forbidden_0132,1,0.9000,
forbidden_0133,0,0.1000,
forbidden_0134,0,0.1000,
forbidden_0135,1,0.9000,
forbidden_0136,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0137,1,0.9000,
forbidden_0138,0,0.1000,
forbidden_0139,0,0.1000,
forbidden_0140,1,0.9000,
forbidden_0141,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0142,1,0.9000,
forbidden_0143,0,0.1000,
forbidden_0144,0,0.1000,
forbidden_0145,1,0.9000,
forbidden_0146,0,0.1000,
forbidden_0147,1,0.9000,
forbidden_0148,0,0.1000,
forbidden_0149,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0150,0,0.1000,
forbidden_0151,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0152,1,0.9000,
forbidden_0153,0,0.1000,
forbidden_0154,1,0.9000,
forbidden_0155,1,0.9000,
forbidden_0156,1,0.9000,
forbidden_0157,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0158,1,0.9000,
forbidden_0159,1,0.9000,
forbidden_0160,1,0.9000,
forbidden_0161,0,0.1000,
forbidden_0162,0,0.1000,
forbidden_0163,1,0.9000,
forbidden_0164,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0165,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0166,1,0.9000,
forbidden_0167,1,0.9000,
forbidden_0168,0,0.1000,
forbidden_0169,1,0.9000,
forbidden_0170,0,0.1000,
forbidden_0171,0,0.1000,RULE_ETCH_NO_MASK
forbidden_0172,0,0.1000,
forbidden_0173,0,0.1000,
forbidden_0174,1,0.9000,
forbidden_0175,0,0.1000,
forbidden_0176,1,0.9000,
forbidden_0177,1,0.9000,
forbidden_0178,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0179,1,0.9000,
forbidden_0180,1,0.9000,
forbidden_0181,0,0.1000,
forbidden_0182,0,0.1000,
forbidden_0183,1,0.9000,
forbidden_0184,0,0.1000,
forbidden_0185,0,0.1000,
forbidden_0186,1,0.9000,
forbidden_0187,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0188,1,0.9000,
forbidden_0189,0,0.1000,
forbidden_0190,0,0.1000,
forbidden_0191,0,0.1000,
forbidden_0192,1,0.9000,
forbidden_0193,0,0.1000,
forbidden_0194,1,0.9000,
forbidden_0195,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0196,1,0.9000,
forbidden_0197,0,0.1000,RULE_DEP_NO_CLEAN
forbidden_0198,1,0.9000,
forbidden_0199,1,0.9000,
