EXAMPLE_ID,IS_VALID,SCORE,PREDICTED_RULE
valid_0071,1,1.0000,
valid_0072,1,1.0000,
valid_0073,1,1.0000,
valid_0074,1,1.0000,
valid_0075,1,1.0000,
valid_0076,1,1.0000,
valid_0077,1,1.0000,
valid_0078,1,1.0000,
valid_0079,1,1.0000,
valid_0080,1,1.0000,
valid_0081,1,1.0000,
valid_0082,1,1.0000,
valid_0083,1,1.0000,
valid_0084,1,1.0000,
valid_0085,1,1.0000,
valid_0086,1,1.0000,
valid_0087,1,1.0000,
valid_0088,1,1.0000,
valid_0089,1,1.0000,
valid_0090,1,1.0000,
valid_0091,1,1.0000,
valid_0092,1,1.0000,
valid_0093,1,1.0000,
valid_0094,1,1.0000,
valid_0095,1,1.0000,
valid_0096,1,1.0000,
valid_0097,1,1.0000,
valid_0098,1,1.0000,
valid_0099,1,1.0000,
forbidden_0100,0,0.0000,RULE_SHIP_BEFORE_TEST
forbidden_0101,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0102,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0103,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0104,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0105,0,0.0000,RULE_SHIP_BEFORE_TEST
forbidden_0106,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0107,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0108,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0109,0,0.0000,RULE_CMP_NO_DEP
forbidden_0110,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0111,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0112,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0113,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0114,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0115,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0116,0,0.0000,RULE_SHIP_BEFORE_TEST
forbidden_0117,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0118,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0119,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0120,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0121,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0122,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0123,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0124,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0125,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0126,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0127,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0128,0,0.0000,RULE_IMPLANT_NO_MASK
forbidden_0129,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0130,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0131,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0132,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0133,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0134,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0135,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0136,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0137,0,0.0000,RULE_CMP_NO_DEP
forbidden_0138,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0139,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0140,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0141,0,0.0000,RULE_CMP_NO_DEP
forbidden_0142,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0143,0,0.0000,RULE_CMP_NO_DEP
forbidden_0144,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0145,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0146,0,0.0000,RULE_SHIP_BEFORE_TEST
forbidden_0147,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0148,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0149,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0150,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0151,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0152,0,0.0000,RULE_CMP_NO_DEP
forbidden_0153,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0154,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0155,0,0.0000,RULE_CMP_NO_DEP
forbidden_0156,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0157,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0158,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0159,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0160,0,0.0000,RULE_SHIP_BEFORE_TEST
forbidden_0161,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0162,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0163,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0164,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0165,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0166,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0167,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0168,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0169,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0170,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0171,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0172,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0173,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0174,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0175,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0176,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0177,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0178,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0179,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0180,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0181,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0182,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0183,0,0.0000,RULE_SHIP_BEFORE_TEST
forbidden_0184,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0185,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0186,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0187,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0188,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0189,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0190,0,0.0000,RULE_CMP_NO_DEP
forbidden_0191,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0192,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
forbidden_0193,0,0.0000,RULE_CMP_NO_DEP
forbidden_0194,0,0.0000,RULE_PAD_OPEN_BEFORE_DEP
forbidden_0195,0,0.0000,RULE_BACKSIDE_BEFORE_PASSIVATION
forbidden_0196,0,0.0000,RULE_LITHO_LEVEL_SKIP
forbidden_0197,0,0.0000,RULE_DEP_NO_CLEAN
forbidden_0198,0,0.0000,RULE_ETCH_NO_MASK
forbidden_0199,0,0.0000,RULE_TEST_BEFORE_PASSIVATION
