EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0031,ANNEAL METAL,MEASURE PLANARITY,,,
valid_0032,CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0033,YIELD ANALYSIS,,,,
valid_0034,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0035,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0036,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0037,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0038,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0039,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0040,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0041,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0042,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0043,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0044,MEASURE FILM THICKNESS,,,,
valid_0045,YIELD ANALYSIS,,,,
valid_0046,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0047,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0048,CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0049,YIELD ANALYSIS,,,,
valid_0050,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0051,YIELD ANALYSIS,,,,
valid_0052,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0053,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0054,MEASURE DIELECTRIC THICKNESS,,,,
valid_0055,MEASURE LINE WIDTH,,,,
valid_0056,YIELD ANALYSIS,,,,
valid_0057,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0058,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0059,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0060,MEASURE VIA CD,VIA INSPECTION,,,
valid_0061,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0062,YIELD ANALYSIS,,,,
valid_0063,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0064,ANNEAL DIELECTRIC,,,,
valid_0065,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0066,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0067,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0068,YIELD ANALYSIS,,,,
valid_0069,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0070,YIELD ANALYSIS,,,,
valid_0071,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0072,CMP METAL,,,,
valid_0073,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0074,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0075,MEASURE LINE WIDTH,YIELD ANALYSIS,,,
valid_0076,MEASURE FILM THICKNESS,,,,
valid_0077,MEASURE DIELECTRIC THICKNESS,MEASURE PLANARITY,,,
valid_0078,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0079,ANNEAL METAL,YIELD ANALYSIS,,,
valid_0080,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0081,YIELD ANALYSIS,,,,
valid_0082,YIELD ANALYSIS,,,,
valid_0083,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0084,CMP METAL,,,,
valid_0085,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0086,MEASURE PLANARITY,,,,
valid_0087,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0088,YIELD ANALYSIS,,,,
valid_0089,MEASURE CD LEVEL 1,,,,
valid_0090,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0091,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0092,CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY,DEPOSIT POLYSILICON,,
valid_0093,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0094,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0095,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0096,YIELD ANALYSIS,,,,
valid_0097,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0098,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0099,IMPLANT SOURCE DRAIN,LIGHT ANNEAL,,,
valid_0100,CURE PASSIVATION,,,,
valid_0101,YIELD ANALYSIS,,,,
valid_0102,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0103,YIELD ANALYSIS,,,,
valid_0104,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0105,YIELD ANALYSIS,,,,
valid_0106,CURE PASSIVATION,,,,
valid_0107,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0108,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0109,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0110,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0111,YIELD ANALYSIS,,,,
valid_0112,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0113,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0114,YIELD ANALYSIS,,,,
valid_0115,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0116,MEASURE DIELECTRIC THICKNESS,,,,
valid_0117,YIELD ANALYSIS,,,,
valid_0118,CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0119,YIELD ANALYSIS,,,,
valid_0120,MEASURE OXIDE QUALITY,,,,
valid_0121,YIELD ANALYSIS,,,,
valid_0122,MEASURE DIELECTRIC THICKNESS,,,,
valid_0123,YIELD ANALYSIS,,,,
valid_0124,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0125,YIELD ANALYSIS,,,,
valid_0126,MEASURE DIELECTRIC THICKNESS,,,,
valid_0127,YIELD ANALYSIS,,,,
valid_0128,YIELD ANALYSIS,,,,
valid_0129,ANNEAL METAL,YIELD ANALYSIS,,,
valid_0130,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0131,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0132,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0133,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0134,CURE PASSIVATION,,,,
valid_0135,MEASURE DIELECTRIC THICKNESS,,,,
valid_0136,CURE PASSIVATION,,,,
valid_0137,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0138,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0139,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0140,MEASURE PLANARITY,,,,
valid_0141,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0142,YIELD ANALYSIS,,,,
valid_0143,MEASURE PASSIVATION QUALITY,HARD BAKE,,,
valid_0144,CURE PASSIVATION,,,,
valid_0145,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0146,CMP DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0147,YIELD ANALYSIS,,,,
valid_0148,MEASURE PLANARITY,,,,
valid_0149,YIELD ANALYSIS,,,,
valid_0150,CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0151,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0152,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0153,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0154,MEASURE DIELECTRIC THICKNESS,,,,
valid_0155,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0156,CURE PASSIVATION,,,,
valid_0157,MEASURE CD LEVEL 1,,,,
valid_0158,YIELD ANALYSIS,,,,
valid_0159,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0160,YIELD ANALYSIS,,,,
valid_0161,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0162,YIELD ANALYSIS,,,,
valid_0163,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0164,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0165,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0166,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0167,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0168,CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY,SPIN COAT PHOTORESIST,,
valid_0169,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0170,BACKSIDE ANNEAL,,,,
valid_0171,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0172,CMP METAL,,,,
valid_0173,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0174,YIELD ANALYSIS,,,,
valid_0175,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0176,CURE PASSIVATION,,,,
valid_0177,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0178,MEASURE FILM THICKNESS,,,,
valid_0179,ANNEAL METAL,MEASURE METAL THICKNESS,,,
valid_0180,YIELD ANALYSIS,,,,
valid_0181,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0182,YIELD ANALYSIS,,,,
valid_0183,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0184,MEASURE VIA RESISTANCE,,,,
valid_0185,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0186,ANNEAL DIELECTRIC,,,,
valid_0187,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0188,MEASURE PLANARITY,,,,
valid_0189,YIELD ANALYSIS,,,,
valid_0190,MEASURE DIELECTRIC THICKNESS,,,,
valid_0191,MEASURE PASSIVATION QUALITY,YIELD ANALYSIS,,,
valid_0192,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0193,CURE PASSIVATION,MEASURE PLANARITY,,,
valid_0194,YIELD ANALYSIS,,,,
valid_0195,MEASURE CD LEVEL 1,,,,
valid_0196,SPIN COAT PHOTORESIST,YIELD ANALYSIS,,,
valid_0197,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0198,CURE PASSIVATION,,,,
valid_0199,YIELD ANALYSIS,,,,
