EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0046,CLEAN AFTER VIA ETCH,,,,
valid_0047,STRIP RESIST,,,,
valid_0048,HARD BAKE,,,,
valid_0049,DEPOSIT INTERLEVEL DIELECTRIC,,,,
valid_0050,HARD BAKE,,,,
valid_0051,DEPOSIT INTERLEVEL DIELECTRIC,,,,
valid_0052,MEASURE VIA CD,,,,
valid_0053,STRIP PHOTORESIST,,,,
valid_0054,MEASURE VIA CD,,,,
valid_0055,STRIP RESIST,,,,
valid_0056,MEASURE VIA CD,,,,
valid_0057,STRIP RESIST,,,,
valid_0058,MEASURE INITIAL GEOMETRY,,,,
valid_0059,FIELD PATTERN INSPECTION,,,,
valid_0060,MEASURE VIA CD,,,,
valid_0061,CLEAN AFTER OXIDE ETCH,,,,
valid_0062,MEASURE VIA CD,,,,
valid_0063,CLEAN AFTER OXIDE ETCH,,,,
valid_0064,IMPLANT SOURCE DRAIN,,,,
valid_0065,FIELD PATTERN INSPECTION,,,,
valid_0066,STRIP RESIST,,,,
valid_0067,FIELD PATTERN INSPECTION,,,,
valid_0068,STRIP PHOTORESIST,,,,
valid_0069,FIELD PATTERN INSPECTION,,,,
valid_0070,CLEAN AFTER VIA ETCH,,,,
valid_0071,CLEAN AFTER OXIDE ETCH,,,,
valid_0072,DEPOSIT BARRIER METAL,,,,
valid_0073,STRIP RESIST,,,,
valid_0074,CLEAN AFTER VIA ETCH,,,,
valid_0075,FIELD PATTERN INSPECTION,,,,
valid_0076,MEASURE VIA CD,,,,
valid_0077,STRIP RESIST,,,,
valid_0078,MEASURE VIA CD,,,,
valid_0079,STRIP RESIST,,,,
valid_0080,MEASURE VIA CD,,,,
valid_0081,STRIP RESIST,,,,
valid_0082,STRIP PHOTORESIST,,,,
valid_0083,SOFT BAKE,,,,
valid_0084,DEPOSIT BARRIER METAL,,,,
valid_0085,SOFT BAKE,,,,
valid_0086,DEPOSIT TUNGSTEN SEED,,,,
valid_0087,CLEAN AFTER ETCH,,,,
valid_0088,MEASURE VIA CD,,,,
valid_0089,STRIP RESIST,,,,
valid_0090,IMPLANT LDD,,,,
valid_0091,STRIP RESIST,,,,
valid_0092,SPIN COAT PHOTORESIST,,,,
valid_0093,MEASURE FILM THICKNESS,,,,
valid_0094,VIA ETCH,,,,
valid_0095,DEPOSIT TOP METAL,,,,
valid_0096,MEASURE VIA CD,,,,
valid_0097,STRIP RESIST,,,,
valid_0098,CLEAN AFTER VIA ETCH,,,,
valid_0099,FIELD PATTERN INSPECTION,,,,
valid_0100,CLEAN AFTER VIA ETCH,,,,
valid_0101,DEPOSIT TOP METAL,,,,
valid_0102,MEASURE VIA CD,,,,
valid_0103,DEPOSIT INTERLEVEL DIELECTRIC,,,,
valid_0104,STRIP RESIST,,,,
valid_0105,FIELD PATTERN INSPECTION,,,,
valid_0106,IMPLANT SOURCE DRAIN,,,,
valid_0107,STRIP RESIST,,,,
valid_0108,STRIP PHOTORESIST,,,,
valid_0109,FIELD PATTERN INSPECTION,,,,
valid_0110,PRE CLEAN WAFER,,,,
valid_0111,STRIP RESIST,,,,
valid_0112,MEASURE VIA CD,,,,
valid_0113,STRIP RESIST,,,,
valid_0114,DEPOSIT BARRIER METAL,,,,
valid_0115,STRIP RESIST,,,,
valid_0116,STRIP PHOTORESIST,,,,
valid_0117,DEVELOP PHOTORESIST,,,,
valid_0118,MEASURE VIA CD,,,,
valid_0119,SOFT BAKE,,,,
valid_0120,MEASURE VIA CD,,,,
valid_0121,DEVELOP PHOTORESIST,,,,
valid_0122,CLEAN AFTER VIA ETCH,,,,
valid_0123,SPIN COAT PHOTORESIST,,,,
valid_0124,DEPOSIT BARRIER METAL,,,,
valid_0125,CLEAN AFTER ETCH,,,,
valid_0126,STRIP PHOTORESIST,,,,
valid_0127,DEVELOP PHOTORESIST,,,,
valid_0128,MEASURE INITIAL GEOMETRY,,,,
valid_0129,CLEAN AFTER ETCH,,,,
valid_0130,STRIP PHOTORESIST,,,,
valid_0131,SPIN COAT PHOTORESIST,,,,
valid_0132,CLEAN AFTER VIA ETCH,,,,
valid_0133,FIELD PATTERN INSPECTION,,,,
valid_0134,MEASURE VIA CD,,,,
valid_0135,CLEAN AFTER OXIDE ETCH,,,,
valid_0136,MEASURE VIA CD,,,,
valid_0137,FIELD PATTERN INSPECTION,,,,
valid_0138,DEPOSIT BARRIER METAL,,,,
valid_0139,STRIP RESIST,,,,
valid_0140,MEASURE VIA CD,,,,
valid_0141,FIELD PATTERN INSPECTION,,,,
valid_0142,MEASURE VIA CD,,,,
valid_0143,CLEAN AFTER OXIDE ETCH,,,,
valid_0144,SPIN COAT PHOTORESIST,,,,
valid_0145,STRIP RESIST,,,,
valid_0146,CLEAN AFTER VIA ETCH,,,,
valid_0147,FIELD PATTERN INSPECTION,,,,
valid_0148,CLEAN AFTER VIA ETCH,,,,
valid_0149,STRIP RESIST,,,,
valid_0150,PRE ANNEAL CHECK,,,,
valid_0151,STRIP RESIST,,,,
valid_0152,CLEAN AFTER VIA ETCH,,,,
valid_0153,FIELD PATTERN INSPECTION,,,,
valid_0154,CLEAN AFTER VIA ETCH,,,,
valid_0155,STRIP RESIST,,,,
valid_0156,STRIP PHOTORESIST,,,,
valid_0157,FIELD PATTERN INSPECTION,,,,
valid_0158,CLEAN AFTER VIA ETCH,,,,
valid_0159,STRIP RESIST,,,,
valid_0160,MEASURE VIA CD,,,,
valid_0161,STRIP RESIST,,,,
valid_0162,MEASURE VIA CD,,,,
valid_0163,DEVELOP PHOTORESIST,,,,
valid_0164,CLEAN AFTER VIA ETCH,,,,
valid_0165,CLEAN AFTER OXIDE ETCH,,,,
valid_0166,STRIP PHOTORESIST,,,,
valid_0167,DEVELOP PHOTORESIST,,,,
valid_0168,CLEAN AFTER VIA ETCH,,,,
valid_0169,PATTERN INSPECTION LEVEL 2,,,,
valid_0170,CLEAN AFTER VIA ETCH,,,,
valid_0171,FIELD PATTERN INSPECTION,,,,
valid_0172,MEASURE VIA CD,,,,
valid_0173,DEPOSIT INTERLEVEL DIELECTRIC,,,,
valid_0174,CLEAN AFTER VIA ETCH,,,,
valid_0175,STRIP RESIST,,,,
valid_0176,CLEAN AFTER VIA ETCH,,,,
valid_0177,FIELD PATTERN INSPECTION,,,,
valid_0178,DEPOSIT BARRIER METAL,,,,
valid_0179,STRIP RESIST,,,,
valid_0180,MEASURE VIA CD,,,,
valid_0181,STRIP RESIST,,,,
valid_0182,CLEAN AFTER VIA ETCH,,,,
valid_0183,FIELD PATTERN INSPECTION,,,,
valid_0184,MEASURE VIA CD,,,,
valid_0185,STRIP RESIST,,,,
valid_0186,MEASURE VIA CD,,,,
valid_0187,STRIP RESIST,,,,
valid_0188,PRE ANNEAL CHECK,,,,
valid_0189,STRIP RESIST,,,,
valid_0190,MEASURE VIA CD,,,,
valid_0191,STRIP RESIST,,,,
valid_0192,MEASURE VIA CD,,,,
valid_0193,FIELD PATTERN INSPECTION,,,,
valid_0194,CLEAN AFTER VIA ETCH,,,,
valid_0195,FIELD PATTERN INSPECTION,,,,
valid_0196,IMPLANT SOURCE DRAIN,,,,
valid_0197,FIELD PATTERN INSPECTION,,,,
valid_0198,MEASURE VIA CD,,,,
valid_0199,STRIP RESIST,,,,
