EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0040,CLEAN AFTER ETCH,MEASURE VIA CD,WET CLEAN RCA1,DRY WAFER,PRE CLEAN WAFER
valid_0041,PASSIVATION ETCH,OXIDE ETCH,,,
valid_0042,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,METAL ETCH,SPIN COAT PHOTORESIST
valid_0043,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE PAD OPENING,FINAL CLEAN,PARAMETRIC TEST
valid_0044,STRIP RESIST,CLEAN AFTER ETCH,MEASURE VIA CD,WET CLEAN RCA1,DRY WAFER
valid_0045,PAD WINDOW LITHO,HARD BAKE,PASSIVATION ETCH,STRIP PHOTORESIST,CLEAN AFTER ETCH
valid_0046,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,PRE CLEAN WAFER,RCA CLEAN 1,HF DIP
valid_0047,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,PARAMETRIC TEST,FINAL CLEAN
valid_0048,HARD BAKE,OXIDE ETCH,STRIP RESIST,CLEAN AFTER ETCH,MEASURE VIA CD
valid_0049,PASSIVATION ETCH,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,FINAL CLEAN
valid_0050,OXIDE ETCH,VIA ETCH,,,
valid_0051,PASSIVATION ETCH,STRIP RESIST,CLEAN AFTER ETCH,MEASURE PAD OPENING,FINAL CLEAN
valid_0052,PRE CLEAN WAFER,MEASURE VIA CD,ANNEAL METAL,LIGHT ANNEAL,MEASURE METAL THICKNESS
valid_0053,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,FINAL CLEAN,PARAMETRIC TEST
valid_0054,METAL ETCH,ANNEAL METAL,,,
valid_0055,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,CLEAN PAD OPENING,PARAMETRIC TEST
valid_0056,METAL ETCH,ANNEAL METAL,MEASURE METAL THICKNESS,,
valid_0057,STRIP RESIST,CLEAN AFTER ETCH,MEASURE VIA CD,CLEAN PAD OPENING,MEASURE VIA RESISTANCE
valid_0058,DEPOSIT PASSIVATION,LIGHT ANNEAL,LOT RELEASE,MEASURE CONTACT RESISTANCE,
valid_0059,PASSIVATION ETCH,PAD WINDOW LITHO,OXIDE ETCH,,
valid_0060,MEASURE VIA CD,MEASURE OPENING CD,MEASURE GATE CD,MEASURE SPACER WIDTH,
valid_0061,MEASURE VIA CD,MEASURE OPENING CD,MEASURE GATE CD,MEASURE CONTACT RESISTANCE,
valid_0062,DEPOSIT BARRIER METAL,ANNEAL METAL,METAL ETCH,EPITAXIAL DEPOSITION,
valid_0063,MEASURE PAD OPENING,VIA OPENING INSPECTION,FINAL CLEAN,WAFER SORT TEST,
valid_0064,METAL ETCH,ANNEAL METAL,,,
valid_0065,PAD WINDOW LITHO,HARD BAKE,STRIP RESIST,CLEAN AFTER ETCH,
valid_0066,STRIP RESIST,CLEAN AFTER ETCH,MEASURE VIA CD,FRONTSIDE CLEAN,
valid_0067,PAD WINDOW LITHO,HARD BAKE,STRIP RESIST,CLEAN AFTER POLY ETCH,
valid_0068,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,WET CLEAN RCA2,
valid_0069,PAD WINDOW LITHO,STRIP PHOTORESIST,CLEAN AFTER POLY ETCH,MEASURE PAD OPENING,
valid_0070,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,BACKSIDE ETCH CLEAN,PRE CLEAN WAFER,RCA CLEAN 1
valid_0071,MEASURE PAD OPENING,MEASURE INITIAL THICKNESS,MEASURE THICKNESS,FINAL CLEAN,PARAMETRIC TEST
valid_0072,ANNEAL METAL,METAL ETCH,PRE CLEAN WAFER,,
valid_0073,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,CLEAN PAD OPENING,FINAL CLEAN
valid_0074,CLEAN AFTER ETCH,MEASURE VIA CD,FRONTSIDE CLEAN,PRE CLEAN WAFER,SUBSTRATE CHECK
valid_0075,PAD WINDOW LITHO,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER POLY ETCH,
valid_0076,MEASURE VIA CD,MEASURE OPENING CD,MEASURE GATE CD,MEASURE SPACER WIDTH,MEASURE DIELECTRIC THICKNESS
valid_0077,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE PAD OPENING,CLEAN PAD OPENING,PARAMETRIC TEST
valid_0078,MEASURE VIA CD,MEASURE OPENING CD,MEASURE THICKNESS,,
valid_0079,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,FINAL CLEAN,PARAMETRIC TEST
