EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0053,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0054,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0055,PASSIVATION ETCH,MEASURE PAD OPENING,,,
valid_0056,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0057,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0058,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0059,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0060,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0061,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0062,DEPOSIT BARRIER METAL,,,,
valid_0063,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0064,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0065,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0066,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0067,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0068,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0069,OPEN PAD WINDOW,,,,
valid_0070,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0071,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0072,MEASURE VIA CD,,,,
valid_0073,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0074,HARD BAKE,LEAKAGE TEST,,,
valid_0075,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0076,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0077,MEASURE PAD OPENING,BACKSIDE GRIND,LEAKAGE TEST,,
valid_0078,STRIP RESIST,MEASURE VIA CD,,,
valid_0079,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0080,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0081,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0082,DIELECTRIC ETCH VIA,MEASURE VIA CD,LEAKAGE TEST,,
valid_0083,,,,,
valid_0084,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0085,,,,,
valid_0086,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0087,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0088,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0089,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0090,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0091,ETCH WET BACKSIDE,,,,
valid_0092,VIA ETCH,MEASURE VIA CD,,,
valid_0093,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0094,DEPOSIT BARRIER METAL,,,,
valid_0095,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0096,DEPOSIT BARRIER METAL,LEAKAGE TEST,,,
valid_0097,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0098,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0099,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0100,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0101,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0102,MEASURE VIA CD,,,,
valid_0103,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0104,VIA INSPECTION,DEPOSIT BARRIER METAL,LEAKAGE TEST,,
valid_0105,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0106,MEASURE VIA CD,,,,
valid_0107,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0108,VIA ETCH,MEASURE VIA CD,,,
valid_0109,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0110,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0111,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0112,MEASURE VIA CD,,,,
valid_0113,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,,,
valid_0114,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0115,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0116,VIA OPENING INSPECTION,DEPOSIT BARRIER METAL,,,
valid_0117,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0118,BACKSIDE GRIND,MEASURE THICKNESS,,,
valid_0119,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0120,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0121,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0122,MEASURE VIA CD,,,,
valid_0123,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,LEAKAGE TEST,
valid_0124,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0125,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0126,VIA ETCH,MEASURE VIA CD,,,
valid_0127,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0128,VIA INSPECTION,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0129,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0130,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0131,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0132,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0133,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0134,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0135,OPEN PAD WINDOW,DEVELOP PHOTORESIST,PASSIVATION ETCH PAD OPENING,STRIP RESIST,
valid_0136,VIA INSPECTION,DEPOSIT BARRIER METAL,LEAKAGE TEST,,
valid_0137,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0138,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0139,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0140,VIA ETCH,MEASURE VIA CD,,,
valid_0141,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0142,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0143,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0144,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0145,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0146,STRIP RESIST,MEASURE VIA CD,,,
valid_0147,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0148,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0149,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0150,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0151,OPEN PAD WINDOW,,,,
valid_0152,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0153,OPEN PAD WINDOW,,,,
valid_0154,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0155,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0156,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0157,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0158,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0159,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0160,VIA OPENING INSPECTION,DEPOSIT BARRIER METAL,,,
valid_0161,OPEN PAD WINDOW,,,,
valid_0162,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0163,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0164,DEPOSIT BARRIER METAL,,,,
valid_0165,OPEN PAD WINDOW,MEASURE PAD OPENING,PAD WINDOW LITHO,DEVELOP PHOTORESIST,
valid_0166,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0167,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0168,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0169,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0170,MEASURE VIA CD,,,,
valid_0171,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0172,DEPOSIT BARRIER METAL,ANNEAL METAL,,,
valid_0173,,,,,
valid_0174,DEPOSIT BARRIER METAL,,,,
valid_0175,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0176,VIA OPENING INSPECTION,DEPOSIT BARRIER METAL,,,
valid_0177,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0178,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0179,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0180,VIA OPENING INSPECTION,DEPOSIT BARRIER METAL,,,
valid_0181,CURE PASSIVATION,MEASURE THICKNESS,,,
valid_0182,MEASURE VIA CD,,,,
valid_0183,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0184,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0185,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
valid_0186,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0187,MEASURE WINDOW CD,OPEN PAD WINDOW,,,
valid_0188,MEASURE VIA CD,,,,
valid_0189,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0190,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0191,OPEN PAD WINDOW,,,,
valid_0192,HARD BAKE,LEAKAGE TEST,,,
valid_0193,IMPLANT SOURCE DRAIN,,,,
valid_0194,VIA INSPECTION,DEPOSIT BARRIER METAL,LEAKAGE TEST,,
valid_0195,OPEN PAD WINDOW,LEAKAGE TEST,,,
valid_0196,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT POLYSILICON,,
valid_0197,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,,,
valid_0198,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0199,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,,,
