EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0023,STRIP RESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,MEASURE SURFACE PARTICLES,FINAL CLEAN
valid_0024,METAL ETCH,ANNEAL METAL,,,
valid_0025,STRIP RESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,FINAL CLEAN,SWITCHING TEST
valid_0026,DEPOSIT BARRIER METAL,DEPOSIT METAL 1,POLYSILICON ANNEAL,MEASURE METAL THICKNESS,SPIN COAT PHOTORESIST
valid_0027,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE PAD OPENING,DEVELOP PAD WINDOW,FINAL ELECTRICAL TEST PREP
valid_0028,ANNEAL METAL,METAL ETCH,DEPOSIT BARRIER METAL,,
valid_0029,STRIP RESIST,CLEAN AFTER ETCH,MEASURE PAD OPENING,MEASURE PASSIVATION QUALITY,FINAL CLEAN
valid_0030,METAL ETCH,ANNEAL METAL,,,
valid_0031,MEASURE OPENING CD,,,,
valid_0032,MEASURE VIA CD,MEASURE OPENING CD,MEASURE GATE CD,MEASURE SPACER WIDTH,
valid_0033,PAD WINDOW LITHO,STRIP RESIST,CLEAN AFTER FIELD ETCH,MEASURE OPENING CD,
valid_0034,METAL ETCH,ANNEAL METAL,,,
valid_0035,PASSIVATION ETCH,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,MEASURE PAD OPENING
valid_0036,MEASURE VIA CD,MEASURE OPENING CD,MEASURE GATE CD,MEASURE FILM THICKNESS,MEASURE PLANARITY
valid_0037,PAD WINDOW LITHO,STRIP RESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,FIELD PATTERN INSPECTION
valid_0038,METAL ETCH,POLYSILICON ANNEAL,SPIN COAT PHOTORESIST,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4
valid_0039,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,MEASURE CONTACT RESISTANCE,INITIAL WAFER INSPECTION
valid_0040,CLEAN AFTER ETCH,MEASURE VIA CD,FINAL CLEAN,DRY WAFER,PRE CLEAN WAFER
valid_0041,PASSIVATION ETCH,MEASURE OPENING CD,STRIP PHOTORESIST,CLEAN AFTER ETCH,FINAL CLEAN
valid_0042,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,MEASURE VIA RESISTANCE,METAL ETCH
valid_0043,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE PAD OPENING,FIELD PATTERN INSPECTION,SWITCHING TEST
valid_0044,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE VIA CD,MEASURE VIA RESISTANCE,WET CLEAN RCA1
valid_0045,PAD WINDOW LITHO,HARD BAKE,STRIP PHOTORESIST,CLEAN AFTER FIELD ETCH,
valid_0046,CLEAN AFTER VIA ETCH,CMP VIA FILL,WAFER SURFACE CLEAN,FINAL CLEAN,
valid_0047,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,SWITCHING TEST,FINAL CLEAN
valid_0048,POLYSILICON ETCH,STRIP RESIST,CLEAN AFTER ETCH,MEASURE OPENING CD,ANNEAL METAL
valid_0049,PASSIVATION ETCH,MEASURE PAD OPENING,STRIP RESIST,CLEAN AFTER ETCH,FINAL CLEAN
