EXAMPLE_ID,IS_VALID,SCORE,PREDICTED_RULE
valid_0071,1,1.0000,
valid_0072,1,1.0000,
valid_0073,1,1.0000,
valid_0074,1,1.0000,
valid_0075,1,1.0000,
valid_0076,1,1.0000,
valid_0077,1,1.0000,
valid_0078,1,1.0000,
valid_0079,1,1.0000,
valid_0080,1,1.0000,
valid_0081,1,1.0000,
valid_0082,1,1.0000,
valid_0083,1,1.0000,
valid_0084,1,1.0000,
valid_0085,1,1.0000,
valid_0086,1,1.0000,
valid_0087,1,1.0000,
valid_0088,1,0.9511,
valid_0089,1,1.0000,
valid_0090,1,1.0000,
valid_0091,1,1.0000,
valid_0092,1,1.0000,
valid_0093,1,1.0000,
valid_0094,1,1.0000,
valid_0095,1,1.0000,
valid_0096,1,1.0000,
valid_0097,1,1.0000,
valid_0098,1,1.0000,
valid_0099,1,1.0000,
forbidden_0100,0,0.0000,
forbidden_0101,1,0.7037,
forbidden_0102,0,0.0000,
forbidden_0103,0,0.0000,
forbidden_0104,0,0.4219,
forbidden_0105,0,0.2449,
forbidden_0106,0,0.0000,
forbidden_0107,0,0.0000,
forbidden_0108,0,0.4270,
forbidden_0109,1,0.7366,
forbidden_0110,0,0.0000,
forbidden_0111,1,0.5639,
forbidden_0112,0,0.0000,
forbidden_0113,0,0.0000,
forbidden_0114,0,0.0000,
forbidden_0115,1,0.8700,
forbidden_0116,0,0.1915,
forbidden_0117,0,0.0000,
forbidden_0118,0,0.0000,
forbidden_0119,0,0.0000,
forbidden_0120,0,0.0000,
forbidden_0121,0,0.0000,
forbidden_0122,0,0.0000,
forbidden_0123,0,0.0000,
forbidden_0124,0,0.0000,
forbidden_0125,0,0.0000,
forbidden_0126,0,0.0084,
forbidden_0127,0,0.0000,
forbidden_0128,0,0.0000,
forbidden_0129,0,0.0000,
forbidden_0130,1,0.6887,
forbidden_0131,0,0.0000,
forbidden_0132,0,0.0000,
forbidden_0133,0,0.0000,
forbidden_0134,0,0.0000,
forbidden_0135,1,0.5221,
forbidden_0136,0,0.0000,
forbidden_0137,0,0.2568,
forbidden_0138,1,0.5580,
forbidden_0139,0,0.0000,
forbidden_0140,0,0.0000,
forbidden_0141,1,0.7248,
forbidden_0142,0,0.0000,
forbidden_0143,0,0.4501,
forbidden_0144,1,0.5150,
forbidden_0145,0,0.4037,
forbidden_0146,0,0.0061,
forbidden_0147,0,0.3281,
forbidden_0148,0,0.0000,
forbidden_0149,0,0.3768,
forbidden_0150,0,0.0000,
forbidden_0151,0,0.0000,
forbidden_0152,0,0.4200,
forbidden_0153,0,0.2398,
forbidden_0154,0,0.1292,
forbidden_0155,1,0.7935,
forbidden_0156,0,0.3130,
forbidden_0157,0,0.0000,
forbidden_0158,1,0.6850,
forbidden_0159,0,0.0000,
forbidden_0160,0,0.2502,
forbidden_0161,1,0.6749,
forbidden_0162,0,0.0000,
forbidden_0163,0,0.0756,
forbidden_0164,1,0.7077,
forbidden_0165,1,0.6092,
forbidden_0166,1,0.5977,
forbidden_0167,0,0.0000,
forbidden_0168,0,0.0000,
forbidden_0169,0,0.0000,
forbidden_0170,0,0.0000,
forbidden_0171,0,0.0000,
forbidden_0172,0,0.0000,
forbidden_0173,0,0.0000,
forbidden_0174,0,0.2059,
forbidden_0175,0,0.0000,
forbidden_0176,0,0.0000,
forbidden_0177,0,0.3710,
forbidden_0178,0,0.0000,
forbidden_0179,0,0.0000,
forbidden_0180,1,0.7022,
forbidden_0181,0,0.3915,
forbidden_0182,0,0.0000,
forbidden_0183,0,0.1287,
forbidden_0184,0,0.1652,
forbidden_0185,1,0.6463,
forbidden_0186,0,0.0000,
forbidden_0187,0,0.0000,
forbidden_0188,0,0.0000,
forbidden_0189,0,0.0000,
forbidden_0190,1,0.5118,
forbidden_0191,0,0.0000,
forbidden_0192,0,0.0000,
forbidden_0193,1,0.5658,
forbidden_0194,0,0.0000,
forbidden_0195,0,0.0000,
forbidden_0196,0,0.0000,
forbidden_0197,1,0.6467,
forbidden_0198,0,0.0000,
forbidden_0199,0,0.0000,
