EXAMPLE_ID,PREDICTED_SEQUENCE
valid_0048,HARD BAKE|VIA ETCH THROUGH DIELECTRIC|STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS
valid_0049,DEVELOP PHOTORESIST|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0050,HARD BAKE|VIA ETCH THROUGH DIELECTRIC|STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS
valid_0051,DEVELOP PAD WINDOW|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0052,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1
valid_0053,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0054,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
valid_0055,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0056,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
valid_0057,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0058,DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
valid_0059,PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0060,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
valid_0061,CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0062,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
valid_0063,CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0064,DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE
valid_0065,PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0066,STRIP RESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
