EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0038,MEASURE SURFACE PLANARITY,,,,
valid_0039,EXPOSE LITHO LEVEL 4,,,,
valid_0040,YIELD ANALYSIS,DIELECTRIC ETCH VIA,,,
valid_0041,OPEN PAD WINDOW,,,,
valid_0042,CMP DIELECTRIC,,,,
valid_0043,PASSIVATION ETCH PAD OPENING,,,,
valid_0044,CMP DIELECTRIC,,,,
valid_0045,MEASURE LINE WIDTH,,,,
valid_0046,YIELD ANALYSIS,HARD BAKE,,,
valid_0047,DEPOSIT PASSIVATION,,,,
valid_0048,EXPOSE LITHO LEVEL 3,,,,
valid_0049,POST EXPOSE BAKE,,,,
valid_0050,EXPOSE LITHO LEVEL 3,,,,
valid_0051,SPIN COAT PHOTORESIST,SOFT BAKE,EXPOSE LITHO LEVEL 4,,
valid_0052,WET CLEAN RCA1,,,,
valid_0053,SOFT BAKE,,,,
valid_0054,EXPOSE LITHO LEVEL 3,,,,
valid_0055,MEASURE PASSIVATION QUALITY,,,,
valid_0056,EXPOSE LITHO LEVEL 3,,,,
valid_0057,EXPOSE LITHO LEVEL 4,,,,
valid_0058,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,
valid_0059,OPEN PAD WINDOW LITHO,,,,
valid_0060,EXPOSE LITHO LEVEL 3,,,,
valid_0061,BACKSIDE CLEAN,,,,
valid_0062,EXPOSE LITHO LEVEL 3,,,,
valid_0063,WAFER SURFACE CLEAN,,,,
valid_0064,EXPOSE LITHO LEVEL 3,,,,
valid_0065,MEASURE LINE WIDTH,,,,
valid_0066,CMP INTERLAYER DIELECTRIC,,,,
valid_0067,EXPOSE LITHO LEVEL 1,,,,
valid_0068,CMP INTERLAYER DIELECTRIC,,,,
valid_0069,OPEN PAD WINDOW LITHO,,,,
valid_0070,VIA ETCH THROUGH DIELECTRIC,,,,
valid_0071,SPIN COAT PHOTORESIST,,,,
valid_0072,SOFT BAKE,,,,
valid_0073,MEASURE PASSIVATION QUALITY,,,,
valid_0074,CMP DIELECTRIC,,,,
valid_0075,EXPOSE LITHO LEVEL 4,,,,
valid_0076,,,,,
valid_0077,MEASURE PASSIVATION THICKNESS,,,,
valid_0078,EXPOSE LITHO LEVEL 3,,,,
valid_0079,PASSIVATION ETCH PAD OPENING,,,,
valid_0080,EPITAXY PREP,,,,
valid_0081,MEASURE PASSIVATION THICKNESS,,,,
valid_0082,CMP DIELECTRIC,,,,
valid_0083,POST EXPOSE BAKE,,,,
valid_0084,VIA INSPECTION,,,,
valid_0085,ALIGN MASK LEVEL 4,,,,
valid_0086,POST EXPOSE BAKE,DEVELOP PHOTORESIST,VIA OPENING INSPECTION,,
valid_0087,WAFER SURFACE CLEAN,,,,
valid_0088,EXPOSE LITHO LEVEL 3,,,,
valid_0089,DEPOSIT PASSIVATION,,,,
valid_0090,MEASURE VIA CD,,,,
valid_0091,DEPOSIT PASSIVATION,,,,
valid_0092,DEPOSIT METAL SEED,,,,
valid_0093,PAD WINDOW LITHO,,,,
valid_0094,CMP DIELECTRIC,,,,
valid_0095,SPIN COAT PHOTORESIST,SOFT BAKE,EXPOSE LITHO LEVEL 4,,
valid_0096,EXPOSE LITHO LEVEL 3,,,,
valid_0097,MEASURE PASSIVATION QUALITY,,,,
valid_0098,MEASURE PLANARITY,,,,
valid_0099,YIELD ANALYSIS,,,,
valid_0100,CMP INTERLAYER DIELECTRIC,,,,
valid_0101,YIELD ANALYSIS,,,,
valid_0102,POST EXPOSE BAKE,,,,
valid_0103,YIELD ANALYSIS,,,,
valid_0104,HARD BAKE,,,,
valid_0105,POST EXPOSE BAKE,,,,
valid_0106,,,,,
valid_0107,MEASURE PASSIVATION THICKNESS,,,,
valid_0108,MEASURE METAL THICKNESS,,,,
valid_0109,EXPOSE LITHO LEVEL 1,,,,
valid_0110,MEASURE VIA CD,DEPOSIT BARRIER METAL,,,
valid_0111,DEPOSIT PASSIVATION,,,,
valid_0112,SOFT BAKE,EXPOSE LITHO LEVEL 3,,,
valid_0113,MEASURE LINE WIDTH,,,,
valid_0114,EXPOSE LITHO LEVEL 3,,,,
valid_0115,PASSIVATION ETCH PAD OPENING,,,,
valid_0116,CMP INTERLAYER DIELECTRIC,,,,
valid_0117,OPEN PAD WINDOW,,,,
valid_0118,FINAL CLEAN,,,,
valid_0119,EXPOSE LITHO LEVEL 1,,,,
valid_0120,EXPOSE LITHO LEVEL 3,,,,
valid_0121,OPEN BOND PAD WINDOW,,,,
valid_0122,CMP DIELECTRIC,,,,
valid_0123,PRE ANNEAL CHECK,,,,
valid_0124,VIA ETCH THROUGH DIELECTRIC,,,,
valid_0125,WAFER SURFACE CLEAN,,,,
valid_0126,CMP DIELECTRIC,,,,
valid_0127,OPEN BOND PAD WINDOW,,,,
valid_0128,YIELD ANALYSIS,,,,
valid_0129,WAFER SURFACE CLEAN,,,,
valid_0130,CMP INTERLAYER DIELECTRIC,,,,
valid_0131,MEASURE LINE WIDTH,,,,
valid_0132,HARD BAKE,,,,
valid_0133,YIELD ANALYSIS,,,,
valid_0134,SPIN COAT PHOTORESIST,SOFT BAKE,EXPOSE LITHO LEVEL 1,,
valid_0135,ALIGN MASK LEVEL 4,,,,
valid_0136,WET CLEAN RCA1,,,,
valid_0137,MEASURE OPENING CD,,,,
valid_0138,DEPOSIT INTERLEVEL DIELECTRIC,,,,
valid_0139,MEASURE PASSIVATION QUALITY,,,,
valid_0140,EXPOSE LITHO LEVEL 3,,,,
valid_0141,EXPOSE LITHO LEVEL 4,,,,
valid_0142,EXPOSE LITHO LEVEL 3,,,,
valid_0143,PRE CLEAN WAFER,,,,
valid_0144,RAPID THERMAL ANNEAL,,,,
valid_0145,FRONTSIDE CLEAN,,,,
valid_0146,HARD BAKE,,,,
valid_0147,EXPOSE LITHO LEVEL 1,,,,
valid_0148,WET CLEAN RCA1,,,,
valid_0149,EXPOSE LITHO LEVEL 4,,,,
valid_0150,MEASURE PLANARITY,SPIN COAT PHOTORESIST,SOFT BAKE,YIELD ANALYSIS,POST EXPOSE BAKE
valid_0151,PAD WINDOW LITHO,,,,
valid_0152,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,DEVELOP PHOTORESIST
valid_0153,,,,,
valid_0154,CMP INTERLAYER DIELECTRIC,,,,
valid_0155,WAFER SURFACE CLEAN,,,,
valid_0156,CMP INTERLAYER DIELECTRIC,,,,
valid_0157,EXPOSE LITHO LEVEL 1,,,,
valid_0158,CMP INTERLAYER DIELECTRIC,,,,
valid_0159,OPEN PAD WINDOW LITHO,,,,
valid_0160,EPITAXY PREP,,,,
valid_0161,MEASURE PASSIVATION QUALITY,,,,
valid_0162,SOFT BAKE,EXPOSE LITHO LEVEL 3,,,
valid_0163,OPEN PAD WINDOW,,,,
valid_0164,MEASURE OPENING CD,,,,
valid_0165,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4,DEVELOP PHOTORESIST
valid_0166,CMP DIELECTRIC,,,,
valid_0167,OPEN BOND PAD WINDOW,,,,
valid_0168,WET CLEAN RCA1,,,,
valid_0169,EXPOSE LITHO LEVEL 1,,,,
valid_0170,CMP DIELECTRIC,,,,
valid_0171,EXPOSE LITHO LEVEL 1,,,,
valid_0172,EXPOSE LITHO LEVEL 3,,,,
valid_0173,EXPOSE LITHO LEVEL 4,,,,
valid_0174,HARD BAKE,,,,
valid_0175,PAD WINDOW LITHO,,,,
valid_0176,WAFER SURFACE CLEAN,,,,
valid_0177,EXPOSE LITHO LEVEL 4,,,,
valid_0178,,,,,
valid_0179,OPEN PAD WINDOW LITHO,,,,
valid_0180,WET CLEAN RCA1,WET CLEAN RCA2,,,
valid_0181,DEPOSIT PASSIVATION,,,,
valid_0182,BACKSIDE CLEAN,,,,
valid_0183,EXPOSE LITHO LEVEL 1,,,,
valid_0184,ALIGN MASK LEVEL 3,,,,
valid_0185,MEASURE PASSIVATION QUALITY,,,,
valid_0186,HARD BAKE,,,,
valid_0187,MEASURE PASSIVATION QUALITY,,,,
valid_0188,YIELD ANALYSIS,MEASURE LINE WIDTH,SPIN COAT PHOTORESIST,SOFT BAKE,
valid_0189,MEASURE PASSIVATION QUALITY,,,,
valid_0190,EXPOSE LITHO LEVEL 3,,,,
valid_0191,MEASURE PAD OPENING,,,,
valid_0192,EXPOSE LITHO LEVEL 3,,,,
valid_0193,EXPOSE LITHO LEVEL 1,,,,
valid_0194,WET CLEAN RCA1,,,,
valid_0195,YIELD ANALYSIS,,,,
valid_0196,MEASURE VIA CD,,,,
valid_0197,POST EXPOSE BAKE,,,,
valid_0198,EXPOSE LITHO LEVEL 3,,,,
valid_0199,OPEN BOND PAD WINDOW,,,,
