EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0063,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0064,MEASURE PLANARITY,,,,
valid_0065,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0066,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0067,MEASURE WINDOW CD,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0068,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0069,MEASURE WINDOW CD,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0070,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0071,MEASURE PAD OPENING,DEPOSIT PASSIVATION,,,
valid_0072,MEASURE CONTACT RESISTANCE,DEPOSIT PASSIVATION,,,
valid_0073,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0074,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0075,MEASURE WINDOW CD,DEPOSIT BACKSIDE METAL,,,
valid_0076,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0077,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0078,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0079,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0080,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0081,MEASURE PAD OPENING,DEPOSIT BARRIER METAL,,,
valid_0082,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0083,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0084,MEASURE CONTACT RESISTANCE,DEPOSIT PASSIVATION,,,
valid_0085,MEASURE WINDOW CD,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0086,DEPOSIT METAL SEED,FILL VIA METAL,,,
valid_0087,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0088,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0089,MEASURE PAD OPENING,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0090,DEPOSIT BARRIER METAL,DEPOSIT PASSIVATION,,,
valid_0091,MEASURE PAD OPENING,DEPOSIT BACKSIDE PROTECTION,,,
valid_0092,FILL VIA METAL,HARD BAKE,,,
valid_0093,MEASURE PAD OPENING,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0094,VIA INSPECTION,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0095,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0096,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0097,MEASURE PAD OPENING,DEPOSIT BARRIER METAL,,,
valid_0098,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0099,MEASURE WINDOW CD,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0100,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0101,MEASURE PAD OPENING,OPEN PAD WINDOW,EPITAXIAL DEPOSITION,,
valid_0102,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0103,MEASURE PAD OPENING,BACKSIDE CLEAN,BACKSIDE ANNEAL,,
valid_0104,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0105,MEASURE WINDOW CD,DEPOSIT PASSIVATION,,,
valid_0106,DEPOSIT BARRIER METAL,DEPOSIT PASSIVATION,,,
valid_0107,MEASURE PAD OPENING,DEPOSIT BARRIER METAL,,,
valid_0108,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0109,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0110,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0111,MEASURE PAD OPENING,BACKSIDE CLEAN,BACKSIDE ANNEAL,,
valid_0112,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0113,MEASURE PAD OPENING,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0114,DEPOSIT BARRIER METAL,DEPOSIT PASSIVATION,,,
valid_0115,MEASURE PAD OPENING,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0116,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0117,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0118,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0119,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0120,MEASURE PLANARITY,DEPOSIT BARRIER METAL,,,
valid_0121,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0122,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0123,MEASURE PAD OPENING,OPEN PAD WINDOW,EPITAXIAL DEPOSITION,,
valid_0124,DEPOSIT BARRIER METAL,DEPOSIT PASSIVATION,,,
valid_0125,MEASURE WINDOW CD,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0126,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0127,MEASURE PAD OPENING,DEPOSIT PASSIVATION,,,
valid_0128,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0129,MEASURE WINDOW CD,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0130,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0131,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0132,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0133,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0134,MEASURE SURFACE PLANARITY,DEPOSIT PASSIVATION,,,
valid_0135,MEASURE WINDOW CD,DEPOSIT BACKSIDE METAL,,,
valid_0136,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0137,MEASURE PAD OPENING,DEPOSIT BACKSIDE PROTECTION,,,
valid_0138,MEASURE CONTACT RESISTANCE,DEPOSIT PASSIVATION,,,
valid_0139,MEASURE PAD OPENING,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0140,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0141,MEASURE WINDOW CD,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0142,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0143,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0144,FILL VIA METAL,HARD BAKE,,,
valid_0145,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0146,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0147,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0148,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0149,MEASURE PAD OPENING,DEPOSIT BARRIER METAL,,,
valid_0150,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0151,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0152,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0153,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0154,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0155,MEASURE WINDOW CD,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0156,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0157,MEASURE PAD OPENING,DEPOSIT PASSIVATION,,,
valid_0158,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0159,MEASURE PAD OPENING,DEPOSIT BACKSIDE PROTECTION,,,
valid_0160,MEASURE PLANARITY,DEPOSIT BARRIER METAL,,,
valid_0161,MEASURE PAD OPENING,BACKSIDE CLEAN,EPITAXIAL DEPOSITION,,
valid_0162,MEASURE DIELECTRIC THICKNESS,EPITAXIAL DEPOSITION,,,
valid_0163,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0164,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0165,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0166,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0167,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0168,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0169,MEASURE PAD OPENING,OPEN PAD WINDOW,,,
valid_0170,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0171,MEASURE PAD OPENING,BACKSIDE CLEAN,BACKSIDE ANNEAL,,
valid_0172,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0173,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0174,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0175,MEASURE PAD OPENING,DEPOSIT PASSIVATION,,,
valid_0176,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0177,MEASURE WINDOW CD,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0178,DEPOSIT BARRIER METAL,DEPOSIT PASSIVATION,,,
valid_0179,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0180,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0181,MEASURE WINDOW CD,DEPOSIT BARRIER METAL,,,
valid_0182,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0183,MEASURE PAD OPENING,DEPOSIT PASSIVATION,,,
valid_0184,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0185,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0186,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0187,MEASURE PAD OPENING,DEPOSIT BARRIER METAL,,,
valid_0188,DEPOSIT METAL SEED,FILL VIA METAL,CMP METAL,MEASURE CONTACT RESISTANCE,
valid_0189,MEASURE PAD OPENING,DEPOSIT BARRIER METAL,,,
valid_0190,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0191,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,,,
valid_0192,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT PASSIVATION,,
valid_0193,MEASURE WINDOW CD,DEPOSIT PASSIVATION,,,
valid_0194,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0195,MEASURE WINDOW CD,DEPOSIT PASSIVATION,,,
valid_0196,MEASURE CONTACT RESISTANCE,DEPOSIT PASSIVATION,,,
valid_0197,MEASURE PAD OPENING,HARD BAKE,EPITAXIAL DEPOSITION,,
valid_0198,VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0199,MEASURE PAD OPENING,DEPOSIT PASSIVATION,,,
