EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0123,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0124,DEPOSIT BARRIER METAL,DEPOSIT POLYSILICON,,,
valid_0125,PAD WINDOW LITHO,,,,
valid_0126,MEASURE DIELECTRIC THICKNESS,,,,
valid_0127,PAD WINDOW LITHO,,,,
valid_0128,DEPOSIT TOP METAL,ANNEAL OXIDE,,,
valid_0129,PAD WINDOW LITHO,,,,
valid_0130,,,,,
valid_0131,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0132,,,,,
valid_0133,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0134,,,,,
valid_0135,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0136,DIELECTRIC ETCH VIA,DEPOSIT BARRIER METAL,ANNEAL OXIDE,,
valid_0137,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0138,DEPOSIT BARRIER METAL,DEPOSIT POLYSILICON,,,
valid_0139,PAD WINDOW LITHO,,,,
valid_0140,DIELECTRIC ETCH VIA,MEASURE VIA CD,DEPOSIT BARRIER METAL,,
valid_0141,PAD WINDOW LITHO,,,,
valid_0142,,,,,
valid_0143,PAD WINDOW LITHO,,,,
valid_0144,DEPOSIT TOP METAL,ANNEAL OXIDE,,,
valid_0145,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0146,ANNEAL OXIDE,,,,
valid_0147,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0148,DEPOSIT PASSIVATION LAYER,ANNEAL OXIDE,,,
valid_0149,PAD WINDOW LITHO,,,,
valid_0150,DEPOSIT METAL SEED,FILL VIA METAL,,,
valid_0151,PAD WINDOW LITHO,,,,
valid_0152,MEASURE THICKNESS,,,,
valid_0153,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0154,,,,,
valid_0155,PAD WINDOW LITHO,,,,
valid_0156,ANNEAL OXIDE,,,,
valid_0157,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0158,VIA ETCH,,,,
valid_0159,PAD WINDOW LITHO,,,,
valid_0160,MEASURE THICKNESS,,,,
valid_0161,PAD WINDOW LITHO,,,,
valid_0162,ANNEAL OXIDE,,,,
valid_0163,PAD WINDOW LITHO,,,,
valid_0164,DIELECTRIC ETCH VIA,DEPOSIT BARRIER METAL,ANNEAL OXIDE,,
valid_0165,PAD WINDOW LITHO,,,,
valid_0166,DEPOSIT POLYSILICON,,,,
valid_0167,PAD WINDOW LITHO,,,,
valid_0168,,,,,
valid_0169,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0170,MEASURE THICKNESS,,,,
valid_0171,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0172,DEPOSIT POLYSILICON,,,,
valid_0173,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0174,,,,,
valid_0175,PAD WINDOW LITHO,,,,
valid_0176,DIELECTRIC ETCH VIA,,,,
valid_0177,PAD WINDOW LITHO,,,,
valid_0178,DEPOSIT BARRIER METAL,DEPOSIT POLYSILICON,,,
valid_0179,PAD WINDOW LITHO,,,,
valid_0180,ANNEAL OXIDE,,,,
valid_0181,PAD WINDOW LITHO,,,,
valid_0182,MEASURE THICKNESS,,,,
valid_0183,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0184,DIELECTRIC ETCH VIA,DEPOSIT BARRIER METAL,ANNEAL OXIDE,,
valid_0185,PAD WINDOW LITHO,,,,
valid_0186,MEASURE THICKNESS,,,,
valid_0187,PAD WINDOW LITHO,,,,
valid_0188,DEPOSIT TOP METAL,ANNEAL OXIDE,,,
valid_0189,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0190,MEASURE THICKNESS,,,,
valid_0191,PAD WINDOW LITHO,,,,
valid_0192,DIELECTRIC ETCH VIA,DEPOSIT BARRIER METAL,ANNEAL OXIDE,,
valid_0193,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0194,DEPOSIT POLYSILICON,,,,
valid_0195,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0196,DEPOSIT PASSIVATION LAYER,ANNEAL OXIDE,,,
valid_0197,OPEN PAD WINDOW,MEASURE PAD OPENING,,,
valid_0198,MEASURE SURFACE PLANARITY,DEPOSIT POLYSILICON,,,
valid_0199,PAD WINDOW LITHO,,,,
